DATAFLOW,LAST UPDATE,freq,unit,ind_use,stk_flow,prd_ava,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:NAIO_10_CP1610(1.0),12/03/25 11:00:00,Annual,Million euro,Total use,Total,Rubber and plastic products,Croatia,2018,1512.08,,
ESTAT:NAIO_10_CP1610(1.0),12/03/25 11:00:00,Annual,Million euro,Total use,Total,Rubber and plastic products,Croatia,2019,1306.96,,
ESTAT:NAIO_10_CP1610(1.0),12/03/25 11:00:00,Annual,Million euro,Total use,Total,Rubber and plastic products,Croatia,2020,1296.14,,
ESTAT:NAIO_10_CP1610(1.0),12/03/25 11:00:00,Annual,Million euro,Total use,Total,Rubber and plastic products,Croatia,2021,1579.88,,
ESTAT:NAIO_10_CP1610(1.0),12/03/25 11:00:00,Annual,Million euro,Total use,Total,Rubber and plastic products,Hungary,2010,5412.29,,
ESTAT:NAIO_10_CP1610(1.0),12/03/25 11:00:00,Annual,Million euro,Total use,Total,Rubber and plastic products,Hungary,2011,6288.35,,
ESTAT:NAIO_10_CP1610(1.0),12/03/25 11:00:00,Annual,Million euro,Total use,Total,Rubber and plastic products,Hungary,2012,6309.21,,
ESTAT:NAIO_10_CP1610(1.0),12/03/25 11:00:00,Annual,Million euro,Total use,Total,Rubber and plastic products,Hungary,2013,6523.14,,
ESTAT:NAIO_10_CP1610(1.0),12/03/25 11:00:00,Annual,Million euro,Total use,Total,Rubber and plastic products,Hungary,2014,6948.75,,
ESTAT:NAIO_10_CP1610(1.0),12/03/25 11:00:00,Annual,Million euro,Total use,Total,Rubber and plastic products,Hungary,2015,7729.2,,
ESTAT:NAIO_10_CP1610(1.0),12/03/25 11:00:00,Annual,Million euro,Total use,Total,Rubber and plastic products,Hungary,2016,7927.76,,
ESTAT:NAIO_10_CP1610(1.0),12/03/25 11:00:00,Annual,Million euro,Total use,Total,Rubber and plastic products,Hungary,2017,8389.04,,
ESTAT:NAIO_10_CP1610(1.0),12/03/25 11:00:00,Annual,Million euro,Total use,Total,Rubber and plastic products,Hungary,2018,9256.56,,
ESTAT:NAIO_10_CP1610(1.0),12/03/25 11:00:00,Annual,Million euro,Total use,Total,Rubber and plastic products,Hungary,2019,9281.39,,
ESTAT:NAIO_10_CP1610(1.0),12/03/25 11:00:00,Annual,Million euro,Total use,Total,Rubber and plastic products,Hungary,2020,8805.11,,
ESTAT:NAIO_10_CP1610(1.0),12/03/25 11:00:00,Annual,Million euro,Total use,Total,Rubber and plastic products,Hungary,2021,10454.28,,
ESTAT:NAIO_10_CP1610(1.0),12/03/25 11:00:00,Annual,Million euro,Total use,Total,Rubber and plastic products,Hungary,2022,12037.99,,
ESTAT:NAIO_10_CP1610(1.0),12/03/25 11:00:00,Annual,Million euro,Total use,Total,Rubber and plastic products,Ireland,2010,2537.51,,
ESTAT:NAIO_10_CP1610(1.0),12/03/25 11:00:00,Annual,Million euro,Total use,Total,Rubber and plastic products,Ireland,2011,2623.87,,
ESTAT:NAIO_10_CP1610(1.0),12/03/25 11:00:00,Annual,Million euro,Total use,Total,Rubber and plastic products,Ireland,2015,3544.94,,
ESTAT:NAIO_10_CP1610(1.0),12/03/25 11:00:00,Annual,Million euro,Total use,Total,Rubber and plastic products,Ireland,2020,3954.35,,
ESTAT:NAIO_10_CP1610(1.0),12/03/25 11:00:00,Annual,Million euro,Total use,Total,Rubber and plastic products,Italy,2010,46252.32,,
ESTAT:NAIO_10_CP1610(1.0),12/03/25 11:00:00,Annual,Million euro,Total use,Total,Rubber and plastic products,Italy,2011,50020.97,,
ESTAT:NAIO_10_CP1610(1.0),12/03/25 11:00:00,Annual,Million euro,Total use,Total,Rubber and plastic products,Italy,2012,48442.21,,
ESTAT:NAIO_10_CP1610(1.0),12/03/25 11:00:00,Annual,Million euro,Total use,Total,Rubber and plastic products,Italy,2013,48915.03,,
ESTAT:NAIO_10_CP1610(1.0),12/03/25 11:00:00,Annual,Million euro,Total use,Total,Rubber and plastic products,Italy,2014,49688.96,,
ESTAT:NAIO_10_CP1610(1.0),12/03/25 11:00:00,Annual,Million euro,Total use,Total,Rubber and plastic products,Italy,2015,50648.4,b,
ESTAT:NAIO_10_CP1610(1.0),12/03/25 11:00:00,Annual,Million euro,Total use,Total,Rubber and plastic products,Italy,2016,51122.3,,
ESTAT:NAIO_10_CP1610(1.0),12/03/25 11:00:00,Annual,Million euro,Total use,Total,Rubber and plastic products,Italy,2017,54918.9,,
ESTAT:NAIO_10_CP1610(1.0),12/03/25 11:00:00,Annual,Million euro,Total use,Total,Rubber and plastic products,Italy,2018,56841.4,,
ESTAT:NAIO_10_CP1610(1.0),12/03/25 11:00:00,Annual,Million euro,Total use,Total,Rubber and plastic products,Italy,2019,56563.3,,
ESTAT:NAIO_10_CP1610(1.0),12/03/25 11:00:00,Annual,Million euro,Total use,Total,Rubber and plastic products,Italy,2020,53574.3,,
ESTAT:NAIO_10_CP1610(1.0),12/03/25 11:00:00,Annual,Million euro,Total use,Total,Rubber and plastic products,Italy,2021,68636.6,,
ESTAT:NAIO_10_CP1610(1.0),12/03/25 11:00:00,Annual,Million euro,Total use,Total,Rubber and plastic products,Lithuania,2010,1113.06,,
ESTAT:NAIO_10_CP1610(1.0),12/03/25 11:00:00,Annual,Million euro,Total use,Total,Rubber and plastic products,Lithuania,2013,1668.66,,
ESTAT:NAIO_10_CP1610(1.0),12/03/25 11:00:00,Annual,Million euro,Total use,Total,Rubber and plastic products,Lithuania,2014,1822.36,,
ESTAT:NAIO_10_CP1610(1.0),12/03/25 11:00:00,Annual,Million euro,Total use,Total,Rubber and plastic products,Lithuania,2015,1721.81,,
ESTAT:NAIO_10_CP1610(1.0),12/03/25 11:00:00,Annual,Million euro,Total use,Total,Rubber and plastic products,Lithuania,2016,1778.02,,
ESTAT:NAIO_10_CP1610(1.0),12/03/25 11:00:00,Annual,Million euro,Total use,Total,Rubber and plastic products,Lithuania,2017,2006.77,,
ESTAT:NAIO_10_CP1610(1.0),12/03/25 11:00:00,Annual,Million euro,Total use,Total,Rubber and plastic products,Lithuania,2018,2143.74,,
ESTAT:NAIO_10_CP1610(1.0),12/03/25 11:00:00,Annual,Million euro,Total use,Total,Rubber and plastic products,Lithuania,2019,2178.91,,
ESTAT:NAIO_10_CP1610(1.0),12/03/25 11:00:00,Annual,Million euro,Total use,Total,Rubber and plastic products,Lithuania,2020,2268.4,,
ESTAT:NAIO_10_CP1610(1.0),12/03/25 11:00:00,Annual,Million euro,Total use,Total,Rubber and plastic products,Lithuania,2021,2798.8,,
ESTAT:NAIO_10_CP1610(1.0),12/03/25 11:00:00,Annual,Million euro,Total use,Total,Rubber and plastic products,Luxembourg,2010,6849.54,,
ESTAT:NAIO_10_CP1610(1.0),12/03/25 11:00:00,Annual,Million euro,Total use,Total,Rubber and plastic products,Luxembourg,2011,8701.82,,
ESTAT:NAIO_10_CP1610(1.0),12/03/25 11:00:00,Annual,Million euro,Total use,Total,Rubber and plastic products,Luxembourg,2012,8663.24,,
ESTAT:NAIO_10_CP1610(1.0),12/03/25 11:00:00,Annual,Million euro,Total use,Total,Rubber and plastic products,Luxembourg,2013,7505.88,,
ESTAT:NAIO_10_CP1610(1.0),12/03/25 11:00:00,Annual,Million euro,Total use,Total,Rubber and plastic products,Luxembourg,2014,7136.49,,
ESTAT:NAIO_10_CP1610(1.0),12/03/25 11:00:00,Annual,Million euro,Total use,Total,Rubber and plastic products,Luxembourg,2015,7050.48,,
ESTAT:NAIO_10_CP1610(1.0),12/03/25 11:00:00,Annual,Million euro,Total use,Total,Rubber and plastic products,Luxembourg,2016,6895.38,,
ESTAT:NAIO_10_CP1610(1.0),12/03/25 11:00:00,Annual,Million euro,Total use,Total,Rubber and plastic products,Luxembourg,2017,7111.99,,
ESTAT:NAIO_10_CP1610(1.0),12/03/25 11:00:00,Annual,Million euro,Total use,Total,Rubber and plastic products,Luxembourg,2018,7292.33,,
ESTAT:NAIO_10_CP1610(1.0),12/03/25 11:00:00,Annual,Million euro,Total use,Total,Rubber and plastic products,Luxembourg,2019,7157.57,,
ESTAT:NAIO_10_CP1610(1.0),12/03/25 11:00:00,Annual,Million euro,Total use,Total,Rubber and plastic products,Luxembourg,2020,5895.16,,
ESTAT:NAIO_10_CP1610(1.0),12/03/25 11:00:00,Annual,Million euro,Total use,Total,Rubber and plastic products,Latvia,2010,492.28,,
ESTAT:NAIO_10_CP1610(1.0),12/03/25 11:00:00,Annual,Million euro,Total use,Total,Rubber and plastic products,Latvia,2015,715.17,,
ESTAT:NAIO_10_CP1610(1.0),12/03/25 11:00:00,Annual,Million euro,Total use,Total,Rubber and plastic products,Latvia,2020,875.4,,
ESTAT:NAIO_10_CP1610(1.0),12/03/25 11:00:00,Annual,Million euro,Total use,Total,Rubber and plastic products,Montenegro,2013,,,C
ESTAT:NAIO_10_CP1610(1.0),12/03/25 11:00:00,Annual,Million euro,Total use,Total,Rubber and plastic products,Montenegro,2014,,,C
ESTAT:NAIO_10_CP1610(1.0),12/03/25 11:00:00,Annual,Million euro,Total use,Total,Rubber and plastic products,Montenegro,2015,,,C
ESTAT:NAIO_10_CP1610(1.0),12/03/25 11:00:00,Annual,Million euro,Total use,Total,Rubber and plastic products,Montenegro,2016,,,C
ESTAT:NAIO_10_CP1610(1.0),12/03/25 11:00:00,Annual,Million euro,Total use,Total,Rubber and plastic products,Montenegro,2017,,,C
ESTAT:NAIO_10_CP1610(1.0),12/03/25 11:00:00,Annual,Million euro,Total use,Total,Rubber and plastic products,Montenegro,2018,,,C
ESTAT:NAIO_10_CP1610(1.0),12/03/25 11:00:00,Annual,Million euro,Total use,Total,Rubber and plastic products,North Macedonia,2015,321.96,,
ESTAT:NAIO_10_CP1610(1.0),12/03/25 11:00:00,Annual,Million euro,Total use,Total,Rubber and plastic products,North Macedonia,2020,389.09,,
ESTAT:NAIO_10_CP1610(1.0),12/03/25 11:00:00,Annual,Million euro,Total use,Total,Rubber and plastic products,Malta,2010,183.73,,
ESTAT:NAIO_10_CP1610(1.0),12/03/25 11:00:00,Annual,Million euro,Total use,Total,Rubber and plastic products,Malta,2013,,,C
ESTAT:NAIO_10_CP1610(1.0),12/03/25 11:00:00,Annual,Million euro,Total use,Total,Rubber and plastic products,Malta,2014,,,C
ESTAT:NAIO_10_CP1610(1.0),12/03/25 11:00:00,Annual,Million euro,Total use,Total,Rubber and plastic products,Malta,2015,,,C
ESTAT:NAIO_10_CP1610(1.0),12/03/25 11:00:00,Annual,Million euro,Total use,Total,Rubber and plastic products,Netherlands,2010,14251,,
ESTAT:NAIO_10_CP1610(1.0),12/03/25 11:00:00,Annual,Million euro,Total use,Total,Rubber and plastic products,Netherlands,2011,15806,,
ESTAT:NAIO_10_CP1610(1.0),12/03/25 11:00:00,Annual,Million euro,Total use,Total,Rubber and plastic products,Netherlands,2012,15732,,
ESTAT:NAIO_10_CP1610(1.0),12/03/25 11:00:00,Annual,Million euro,Total use,Total,Rubber and plastic products,Netherlands,2013,16180,,
ESTAT:NAIO_10_CP1610(1.0),12/03/25 11:00:00,Annual,Million euro,Total use,Total,Rubber and plastic products,Netherlands,2014,16752,,
ESTAT:NAIO_10_CP1610(1.0),12/03/25 11:00:00,Annual,Million euro,Total use,Total,Rubber and plastic products,Netherlands,2015,18334,,
ESTAT:NAIO_10_CP1610(1.0),12/03/25 11:00:00,Annual,Million euro,Total use,Total,Rubber and plastic products,Netherlands,2016,19338,,
ESTAT:NAIO_10_CP1610(1.0),12/03/25 11:00:00,Annual,Million euro,Total use,Total,Rubber and plastic products,Netherlands,2017,20455,,
ESTAT:NAIO_10_CP1610(1.0),12/03/25 11:00:00,Annual,Million euro,Total use,Total,Rubber and plastic products,Netherlands,2018,21310,,
ESTAT:NAIO_10_CP1610(1.0),12/03/25 11:00:00,Annual,Million euro,Total use,Total,Rubber and plastic products,Netherlands,2019,22124,,
ESTAT:NAIO_10_CP1610(1.0),12/03/25 11:00:00,Annual,Million euro,Total use,Total,Rubber and plastic products,Netherlands,2020,21814,,
ESTAT:NAIO_10_CP1610(1.0),12/03/25 11:00:00,Annual,Million euro,Total use,Total,Rubber and plastic products,Norway,2010,2871.21,,
ESTAT:NAIO_10_CP1610(1.0),12/03/25 11:00:00,Annual,Million euro,Total use,Total,Rubber and plastic products,Norway,2015,3466.41,,
ESTAT:NAIO_10_CP1610(1.0),12/03/25 11:00:00,Annual,Million euro,Total use,Total,Rubber and plastic products,Norway,2020,3919.22,,
ESTAT:NAIO_10_CP1610(1.0),12/03/25 11:00:00,Annual,Million euro,Total use,Total,Rubber and plastic products,Poland,2010,19202.86,,
ESTAT:NAIO_10_CP1610(1.0),12/03/25 11:00:00,Annual,Million euro,Total use,Total,Rubber and plastic products,Poland,2015,26153.4,,
ESTAT:NAIO_10_CP1610(1.0),12/03/25 11:00:00,Annual,Million euro,Total use,Total,Rubber and plastic products,Poland,2020,33054.17,,
ESTAT:NAIO_10_CP1610(1.0),12/03/25 11:00:00,Annual,Million euro,Total use,Total,Rubber and plastic products,Portugal,2010,4426.1,,
ESTAT:NAIO_10_CP1610(1.0),12/03/25 11:00:00,Annual,Million euro,Total use,Total,Rubber and plastic products,Portugal,2011,4841.53,,
ESTAT:NAIO_10_CP1610(1.0),12/03/25 11:00:00,Annual,Million euro,Total use,Total,Rubber and plastic products,Portugal,2012,4745.31,,
ESTAT:NAIO_10_CP1610(1.0),12/03/25 11:00:00,Annual,Million euro,Total use,Total,Rubber and plastic products,Portugal,2013,4886.61,,
ESTAT:NAIO_10_CP1610(1.0),12/03/25 11:00:00,Annual,Million euro,Total use,Total,Rubber and plastic products,Portugal,2014,5138.75,,
ESTAT:NAIO_10_CP1610(1.0),12/03/25 11:00:00,Annual,Million euro,Total use,Total,Rubber and plastic products,Portugal,2015,5559.78,,
ESTAT:NAIO_10_CP1610(1.0),12/03/25 11:00:00,Annual,Million euro,Total use,Total,Rubber and plastic products,Portugal,2016,5773.22,,
ESTAT:NAIO_10_CP1610(1.0),12/03/25 11:00:00,Annual,Million euro,Total use,Total,Rubber and plastic products,Portugal,2017,6366.34,,
ESTAT:NAIO_10_CP1610(1.0),12/03/25 11:00:00,Annual,Million euro,Total use,Total,Rubber and plastic products,Portugal,2018,6770.69,,
ESTAT:NAIO_10_CP1610(1.0),12/03/25 11:00:00,Annual,Million euro,Total use,Total,Rubber and plastic products,Portugal,2019,7017,,
ESTAT:NAIO_10_CP1610(1.0),12/03/25 11:00:00,Annual,Million euro,Total use,Total,Rubber and plastic products,Portugal,2020,6487.41,,
ESTAT:NAIO_10_CP1610(1.0),12/03/25 11:00:00,Annual,Million euro,Total use,Total,Rubber and plastic products,Portugal,2021,7870.81,,
ESTAT:NAIO_10_CP1610(1.0),12/03/25 11:00:00,Annual,Million euro,Total use,Total,Rubber and plastic products,Portugal,2022,9288.27,,
ESTAT:NAIO_10_CP1610(1.0),12/03/25 11:00:00,Annual,Million euro,Total use,Total,Rubber and plastic products,Romania,2010,5072.15,,
ESTAT:NAIO_10_CP1610(1.0),12/03/25 11:00:00,Annual,Million euro,Total use,Total,Rubber and plastic products,Romania,2011,5844.9,,
ESTAT:NAIO_10_CP1610(1.0),12/03/25 11:00:00,Annual,Million euro,Total use,Total,Rubber and plastic products,Romania,2012,5645.62,,
ESTAT:NAIO_10_CP1610(1.0),12/03/25 11:00:00,Annual,Million euro,Total use,Total,Rubber and plastic products,Romania,2013,6297.51,,
ESTAT:NAIO_10_CP1610(1.0),12/03/25 11:00:00,Annual,Million euro,Total use,Total,Rubber and plastic products,Romania,2014,6483.74,,
ESTAT:NAIO_10_CP1610(1.0),12/03/25 11:00:00,Annual,Million euro,Total use,Total,Rubber and plastic products,Romania,2015,7115.29,,
ESTAT:NAIO_10_CP1610(1.0),12/03/25 11:00:00,Annual,Million euro,Total use,Total,Rubber and plastic products,Romania,2020,9225.62,,
ESTAT:NAIO_10_CP1610(1.0),12/03/25 11:00:00,Annual,Million euro,Total use,Total,Rubber and plastic products,Serbia,2010,1460.39,,
ESTAT:NAIO_10_CP1610(1.0),12/03/25 11:00:00,Annual,Million euro,Total use,Total,Rubber and plastic products,Serbia,2015,1882.61,b,
ESTAT:NAIO_10_CP1610(1.0),12/03/25 11:00:00,Annual,Million euro,Total use,Total,Rubber and plastic products,Serbia,2020,3145.06,,
ESTAT:NAIO_10_CP1610(1.0),12/03/25 11:00:00,Annual,Million euro,Total use,Total,Rubber and plastic products,Sweden,2010,7452.45,,
ESTAT:NAIO_10_CP1610(1.0),12/03/25 11:00:00,Annual,Million euro,Total use,Total,Rubber and plastic products,Sweden,2015,8451.24,b,
ESTAT:NAIO_10_CP1610(1.0),12/03/25 11:00:00,Annual,Million euro,Total use,Total,Rubber and plastic products,Sweden,2020,8706.32,,
ESTAT:NAIO_10_CP1610(1.0),12/03/25 11:00:00,Annual,Million euro,Total use,Total,Rubber and plastic products,Sweden,2021,10130.29,,
ESTAT:NAIO_10_CP1610(1.0),12/03/25 11:00:00,Annual,Million euro,Total use,Total,Rubber and plastic products,Sweden,2022,10982.07,,
ESTAT:NAIO_10_CP1610(1.0),12/03/25 11:00:00,Annual,Million euro,Total use,Total,Rubber and plastic products,Slovenia,2010,1990.23,,
ESTAT:NAIO_10_CP1610(1.0),12/03/25 11:00:00,Annual,Million euro,Total use,Total,Rubber and plastic products,Slovenia,2014,2217.63,,
ESTAT:NAIO_10_CP1610(1.0),12/03/25 11:00:00,Annual,Million euro,Total use,Total,Rubber and plastic products,Slovenia,2015,2371.89,,
ESTAT:NAIO_10_CP1610(1.0),12/03/25 11:00:00,Annual,Million euro,Total use,Total,Rubber and plastic products,Slovenia,2020,2969.7,,
ESTAT:NAIO_10_CP1610(1.0),12/03/25 11:00:00,Annual,Million euro,Total use,Total,Rubber and plastic products,Slovakia,2010,4663.55,,
ESTAT:NAIO_10_CP1610(1.0),12/03/25 11:00:00,Annual,Million euro,Total use,Total,Rubber and plastic products,Slovakia,2011,5650.2,,
ESTAT:NAIO_10_CP1610(1.0),12/03/25 11:00:00,Annual,Million euro,Total use,Total,Rubber and plastic products,Slovakia,2012,5934.88,,
ESTAT:NAIO_10_CP1610(1.0),12/03/25 11:00:00,Annual,Million euro,Total use,Total,Rubber and plastic products,Slovakia,2013,6148.92,,
ESTAT:NAIO_10_CP1610(1.0),12/03/25 11:00:00,Annual,Million euro,Total use,Total,Rubber and plastic products,Slovakia,2015,6494.28,,
ESTAT:NAIO_10_CP1610(1.0),12/03/25 11:00:00,Annual,Million euro,Total use,Total,Rubber and plastic products,Slovakia,2018,7580.55,,
ESTAT:NAIO_10_CP1610(1.0),12/03/25 11:00:00,Annual,Million euro,Total use,Total,Rubber and plastic products,Slovakia,2019,7836.47,,
ESTAT:NAIO_10_CP1610(1.0),12/03/25 11:00:00,Annual,Million euro,Total use,Total,Rubber and plastic products,Slovakia,2020,6807.06,,
ESTAT:NAIO_10_CP1610(1.0),12/03/25 11:00:00,Annual,Million euro,Total use,Total,Rubber and plastic products,Slovakia,2021,8121.95,,
ESTAT:NAIO_10_CP1610(1.0),12/03/25 11:00:00,Annual,Million euro,Total use,Total,Rubber and plastic products,Türkiye,2012,22408.16,,
ESTAT:NAIO_10_CP1610(1.0),12/03/25 11:00:00,Annual,Million euro,Total use,Total,Rubber and plastic products,Türkiye,2015,,,C
ESTAT:NAIO_10_CP1610(1.0),12/03/25 11:00:00,Annual,Million euro,Total use,Total,Rubber and plastic products,United Kingdom,2010,31605.41,,
ESTAT:NAIO_10_CP1610(1.0),12/03/25 11:00:00,Annual,Million euro,Total use,Total,Rubber and plastic products,United Kingdom,2011,,b,
ESTAT:NAIO_10_CP1610(1.0),12/03/25 11:00:00,Annual,Million euro,Total use,Total,Rubber and plastic products,United Kingdom,2012,,b,
ESTAT:NAIO_10_CP1610(1.0),12/03/25 11:00:00,Annual,Million euro,Total use,Total,Rubber and plastic products,United Kingdom,2013,,b,
ESTAT:NAIO_10_CP1610(1.0),12/03/25 11:00:00,Annual,Million euro,Total use,Total,Rubber and plastic products,United Kingdom,2014,,b,
ESTAT:NAIO_10_CP1610(1.0),12/03/25 11:00:00,Annual,Million euro,Total use,Total,Rubber and plastic products,United Kingdom,2015,42250.07,,
ESTAT:NAIO_10_CP1610(1.0),12/03/25 11:00:00,Annual,Million euro,Total use,Total,Rubber and plastic products,United Kingdom,2016,39168.53,,
ESTAT:NAIO_10_CP1610(1.0),12/03/25 11:00:00,Annual,Million euro,Total use,Total,Rubber and plastic products,United Kingdom,2017,38961.59,,
ESTAT:NAIO_10_CP1610(1.0),12/03/25 11:00:00,Annual,Million euro,Total use,Total,Rubber and plastic products,United States,2010,165824.23,,
ESTAT:NAIO_10_CP1610(1.0),12/03/25 11:00:00,Annual,Million euro,Total use,Total,Rubber and plastic products,United States,2011,172448.27,,
ESTAT:NAIO_10_CP1610(1.0),12/03/25 11:00:00,Annual,Million euro,Total use,Total,Rubber and plastic products,United States,2012,196262.03,,
ESTAT:NAIO_10_CP1610(1.0),12/03/25 11:00:00,Annual,Million euro,Total use,Total,Rubber and plastic products,Kosovo*,2015,,,C
