DATAFLOW,LAST UPDATE,freq,unit,hazard,nace_r2,waste,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:ENV_WASGEN(1.0),30/09/24 23:00:00,Annual,Tonne,Hazardous and non-hazardous - total,All NACE activities plus households,Plastic wastes,United Kingdom,2008,2488759,,
ESTAT:ENV_WASGEN(1.0),30/09/24 23:00:00,Annual,Tonne,Hazardous and non-hazardous - total,All NACE activities plus households,Plastic wastes,United Kingdom,2010,2031292,,
ESTAT:ENV_WASGEN(1.0),30/09/24 23:00:00,Annual,Tonne,Hazardous and non-hazardous - total,All NACE activities plus households,Plastic wastes,United Kingdom,2012,2378525,,
ESTAT:ENV_WASGEN(1.0),30/09/24 23:00:00,Annual,Tonne,Hazardous and non-hazardous - total,All NACE activities plus households,Plastic wastes,United Kingdom,2014,2678997,,
ESTAT:ENV_WASGEN(1.0),30/09/24 23:00:00,Annual,Tonne,Hazardous and non-hazardous - total,All NACE activities plus households,Plastic wastes,United Kingdom,2016,2947998,,
ESTAT:ENV_WASGEN(1.0),30/09/24 23:00:00,Annual,Tonne,Hazardous and non-hazardous - total,All NACE activities plus households,Plastic wastes,United Kingdom,2018,2922915,,
ESTAT:ENV_WASGEN(1.0),30/09/24 23:00:00,Annual,Tonne,Hazardous and non-hazardous - total,All NACE activities plus households,Plastic wastes,Kosovo*,2012,877,,
ESTAT:ENV_WASGEN(1.0),30/09/24 23:00:00,Annual,Tonne,Hazardous and non-hazardous - total,All NACE activities plus households,Plastic wastes,Kosovo*,2014,4206,,
ESTAT:ENV_WASGEN(1.0),30/09/24 23:00:00,Annual,Tonne,Hazardous and non-hazardous - total,All NACE activities plus households,Plastic wastes,Kosovo*,2016,4625,,
ESTAT:ENV_WASGEN(1.0),30/09/24 23:00:00,Annual,Tonne,Hazardous and non-hazardous - total,All NACE activities plus households,Plastic wastes,Kosovo*,2018,38559,,
ESTAT:ENV_WASGEN(1.0),30/09/24 23:00:00,Annual,Tonne,Hazardous and non-hazardous - total,All NACE activities plus households,Plastic wastes,Kosovo*,2020,2125,,
ESTAT:ENV_WASGEN(1.0),30/09/24 23:00:00,Annual,Tonne,Hazardous and non-hazardous - total,All NACE activities plus households,Plastic wastes,Kosovo*,2022,231484,,
