DATAFLOW,LAST UPDATE,freq,reporter,partner,product,flow,indicators,TIME_PERIOD,OBS_VALUE
ESTAT:DS-045409(1.0),17/02/25 11:00:00,Annual,"France (incl. Saint Barthélemy 'BL' -> 2012; incl. French Guiana 'GF', Guadeloupe 'GP', Martinique 'MQ', Réunion 'RE' from 1997; incl. Mayotte 'YT' from 2014)",All countries of the world,"Waste, parings and scrap, of polymers of ethylene",EXPORT,QUANTITY_IN_100KG,2022,1861505.30,
ESTAT:DS-045409(1.0),17/02/25 11:00:00,Annual,"France (incl. Saint Barthélemy 'BL' -> 2012; incl. French Guiana 'GF', Guadeloupe 'GP', Martinique 'MQ', Réunion 'RE' from 1997; incl. Mayotte 'YT' from 2014)",All countries of the world,"Waste, parings and scrap, of polymers of ethylene",EXPORT,QUANTITY_IN_100KG,2023,2227942.33,
ESTAT:DS-045409(1.0),17/02/25 11:00:00,Annual,Greece,All countries of the world,"Waste, parings and scrap, of polymers of ethylene",EXPORT,QUANTITY_IN_100KG,2010,220160.42,
ESTAT:DS-045409(1.0),17/02/25 11:00:00,Annual,Greece,All countries of the world,"Waste, parings and scrap, of polymers of ethylene",EXPORT,QUANTITY_IN_100KG,2011,156114.84,
ESTAT:DS-045409(1.0),17/02/25 11:00:00,Annual,Greece,All countries of the world,"Waste, parings and scrap, of polymers of ethylene",EXPORT,QUANTITY_IN_100KG,2012,98481.30,
ESTAT:DS-045409(1.0),17/02/25 11:00:00,Annual,Greece,All countries of the world,"Waste, parings and scrap, of polymers of ethylene",EXPORT,QUANTITY_IN_100KG,2013,51907.23,
ESTAT:DS-045409(1.0),17/02/25 11:00:00,Annual,Greece,All countries of the world,"Waste, parings and scrap, of polymers of ethylene",EXPORT,QUANTITY_IN_100KG,2014,85931.07,
ESTAT:DS-045409(1.0),17/02/25 11:00:00,Annual,Greece,All countries of the world,"Waste, parings and scrap, of polymers of ethylene",EXPORT,QUANTITY_IN_100KG,2015,112574.01,
ESTAT:DS-045409(1.0),17/02/25 11:00:00,Annual,Greece,All countries of the world,"Waste, parings and scrap, of polymers of ethylene",EXPORT,QUANTITY_IN_100KG,2016,110975.11,
ESTAT:DS-045409(1.0),17/02/25 11:00:00,Annual,Greece,All countries of the world,"Waste, parings and scrap, of polymers of ethylene",EXPORT,QUANTITY_IN_100KG,2017,110665.39,
ESTAT:DS-045409(1.0),17/02/25 11:00:00,Annual,Greece,All countries of the world,"Waste, parings and scrap, of polymers of ethylene",EXPORT,QUANTITY_IN_100KG,2018,132810.09,
ESTAT:DS-045409(1.0),17/02/25 11:00:00,Annual,Greece,All countries of the world,"Waste, parings and scrap, of polymers of ethylene",EXPORT,QUANTITY_IN_100KG,2019,142232.46,
ESTAT:DS-045409(1.0),17/02/25 11:00:00,Annual,Greece,All countries of the world,"Waste, parings and scrap, of polymers of ethylene",EXPORT,QUANTITY_IN_100KG,2020,155671.00,
ESTAT:DS-045409(1.0),17/02/25 11:00:00,Annual,Greece,All countries of the world,"Waste, parings and scrap, of polymers of ethylene",EXPORT,QUANTITY_IN_100KG,2021,189875.67,
ESTAT:DS-045409(1.0),17/02/25 11:00:00,Annual,Greece,All countries of the world,"Waste, parings and scrap, of polymers of ethylene",EXPORT,QUANTITY_IN_100KG,2022,202985.28,
ESTAT:DS-045409(1.0),17/02/25 11:00:00,Annual,Greece,All countries of the world,"Waste, parings and scrap, of polymers of ethylene",EXPORT,QUANTITY_IN_100KG,2023,142658.22,
ESTAT:DS-045409(1.0),17/02/25 11:00:00,Annual,Italy (incl. San Marino 'SM' -> 1993),All countries of the world,"Waste, parings and scrap, of polymers of ethylene",EXPORT,QUANTITY_IN_100KG,2010,935038.10,
ESTAT:DS-045409(1.0),17/02/25 11:00:00,Annual,Italy (incl. San Marino 'SM' -> 1993),All countries of the world,"Waste, parings and scrap, of polymers of ethylene",EXPORT,QUANTITY_IN_100KG,2011,771792.56,
ESTAT:DS-045409(1.0),17/02/25 11:00:00,Annual,Italy (incl. San Marino 'SM' -> 1993),All countries of the world,"Waste, parings and scrap, of polymers of ethylene",EXPORT,QUANTITY_IN_100KG,2012,720726.96,
ESTAT:DS-045409(1.0),17/02/25 11:00:00,Annual,Italy (incl. San Marino 'SM' -> 1993),All countries of the world,"Waste, parings and scrap, of polymers of ethylene",EXPORT,QUANTITY_IN_100KG,2013,618323.63,
ESTAT:DS-045409(1.0),17/02/25 11:00:00,Annual,Italy (incl. San Marino 'SM' -> 1993),All countries of the world,"Waste, parings and scrap, of polymers of ethylene",EXPORT,QUANTITY_IN_100KG,2014,467370.20,
ESTAT:DS-045409(1.0),17/02/25 11:00:00,Annual,Italy (incl. San Marino 'SM' -> 1993),All countries of the world,"Waste, parings and scrap, of polymers of ethylene",EXPORT,QUANTITY_IN_100KG,2015,660893.27,
ESTAT:DS-045409(1.0),17/02/25 11:00:00,Annual,Italy (incl. San Marino 'SM' -> 1993),All countries of the world,"Waste, parings and scrap, of polymers of ethylene",EXPORT,QUANTITY_IN_100KG,2016,537227.17,
ESTAT:DS-045409(1.0),17/02/25 11:00:00,Annual,Italy (incl. San Marino 'SM' -> 1993),All countries of the world,"Waste, parings and scrap, of polymers of ethylene",EXPORT,QUANTITY_IN_100KG,2017,616401.95,
ESTAT:DS-045409(1.0),17/02/25 11:00:00,Annual,Italy (incl. San Marino 'SM' -> 1993),All countries of the world,"Waste, parings and scrap, of polymers of ethylene",EXPORT,QUANTITY_IN_100KG,2018,407265.88,
ESTAT:DS-045409(1.0),17/02/25 11:00:00,Annual,Italy (incl. San Marino 'SM' -> 1993),All countries of the world,"Waste, parings and scrap, of polymers of ethylene",EXPORT,QUANTITY_IN_100KG,2019,356368.07,
ESTAT:DS-045409(1.0),17/02/25 11:00:00,Annual,Italy (incl. San Marino 'SM' -> 1993),All countries of the world,"Waste, parings and scrap, of polymers of ethylene",EXPORT,QUANTITY_IN_100KG,2020,386145.24,
ESTAT:DS-045409(1.0),17/02/25 11:00:00,Annual,Italy (incl. San Marino 'SM' -> 1993),All countries of the world,"Waste, parings and scrap, of polymers of ethylene",EXPORT,QUANTITY_IN_100KG,2021,358951.85,
ESTAT:DS-045409(1.0),17/02/25 11:00:00,Annual,Italy (incl. San Marino 'SM' -> 1993),All countries of the world,"Waste, parings and scrap, of polymers of ethylene",EXPORT,QUANTITY_IN_100KG,2022,447655.45,
ESTAT:DS-045409(1.0),17/02/25 11:00:00,Annual,Italy (incl. San Marino 'SM' -> 1993),All countries of the world,"Waste, parings and scrap, of polymers of ethylene",EXPORT,QUANTITY_IN_100KG,2023,708005.26,
