DATAFLOW,LAST UPDATE,freq,unit,hazard,wst_oper,waste,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:ENV_WASTRT(1.0),27/11/24 23:00:00,Annual,Tonne,Hazardous and non-hazardous - total,Recovery - recycling,Plastic wastes,Italy,2016,1707383,,
ESTAT:ENV_WASTRT(1.0),27/11/24 23:00:00,Annual,Tonne,Hazardous and non-hazardous - total,Recovery - recycling,Plastic wastes,Italy,2018,1684827,,
ESTAT:ENV_WASTRT(1.0),27/11/24 23:00:00,Annual,Tonne,Hazardous and non-hazardous - total,Recovery - recycling,Plastic wastes,Italy,2020,1405646,,
ESTAT:ENV_WASTRT(1.0),27/11/24 23:00:00,Annual,Tonne,Hazardous and non-hazardous - total,Recovery - recycling,Plastic wastes,Italy,2022,1865299,,
ESTAT:ENV_WASTRT(1.0),27/11/24 23:00:00,Annual,Tonne,Hazardous and non-hazardous - total,Recovery - recycling,Plastic wastes,Lithuania,2010,18502,,
ESTAT:ENV_WASTRT(1.0),27/11/24 23:00:00,Annual,Tonne,Hazardous and non-hazardous - total,Recovery - recycling,Plastic wastes,Lithuania,2012,25924,,
ESTAT:ENV_WASTRT(1.0),27/11/24 23:00:00,Annual,Tonne,Hazardous and non-hazardous - total,Recovery - recycling,Plastic wastes,Lithuania,2014,26677,,
ESTAT:ENV_WASTRT(1.0),27/11/24 23:00:00,Annual,Tonne,Hazardous and non-hazardous - total,Recovery - recycling,Plastic wastes,Lithuania,2016,40669,,
ESTAT:ENV_WASTRT(1.0),27/11/24 23:00:00,Annual,Tonne,Hazardous and non-hazardous - total,Recovery - recycling,Plastic wastes,Lithuania,2018,35624,,
ESTAT:ENV_WASTRT(1.0),27/11/24 23:00:00,Annual,Tonne,Hazardous and non-hazardous - total,Recovery - recycling,Plastic wastes,Lithuania,2020,90094,,
ESTAT:ENV_WASTRT(1.0),27/11/24 23:00:00,Annual,Tonne,Hazardous and non-hazardous - total,Recovery - recycling,Plastic wastes,Lithuania,2022,109016,,
ESTAT:ENV_WASTRT(1.0),27/11/24 23:00:00,Annual,Tonne,Hazardous and non-hazardous - total,Recovery - recycling,Plastic wastes,Luxembourg,2010,15319,,
ESTAT:ENV_WASTRT(1.0),27/11/24 23:00:00,Annual,Tonne,Hazardous and non-hazardous - total,Recovery - recycling,Plastic wastes,Luxembourg,2012,11778,,
ESTAT:ENV_WASTRT(1.0),27/11/24 23:00:00,Annual,Tonne,Hazardous and non-hazardous - total,Recovery - recycling,Plastic wastes,Luxembourg,2014,22722,,
ESTAT:ENV_WASTRT(1.0),27/11/24 23:00:00,Annual,Tonne,Hazardous and non-hazardous - total,Recovery - recycling,Plastic wastes,Luxembourg,2016,12002,,
ESTAT:ENV_WASTRT(1.0),27/11/24 23:00:00,Annual,Tonne,Hazardous and non-hazardous - total,Recovery - recycling,Plastic wastes,Luxembourg,2018,11624,,
ESTAT:ENV_WASTRT(1.0),27/11/24 23:00:00,Annual,Tonne,Hazardous and non-hazardous - total,Recovery - recycling,Plastic wastes,Luxembourg,2020,12211,,
ESTAT:ENV_WASTRT(1.0),27/11/24 23:00:00,Annual,Tonne,Hazardous and non-hazardous - total,Recovery - recycling,Plastic wastes,Luxembourg,2022,6082,,
ESTAT:ENV_WASTRT(1.0),27/11/24 23:00:00,Annual,Tonne,Hazardous and non-hazardous - total,Recovery - recycling,Plastic wastes,Latvia,2010,29529,,
ESTAT:ENV_WASTRT(1.0),27/11/24 23:00:00,Annual,Tonne,Hazardous and non-hazardous - total,Recovery - recycling,Plastic wastes,Latvia,2012,34558,,
ESTAT:ENV_WASTRT(1.0),27/11/24 23:00:00,Annual,Tonne,Hazardous and non-hazardous - total,Recovery - recycling,Plastic wastes,Latvia,2014,39910,,
ESTAT:ENV_WASTRT(1.0),27/11/24 23:00:00,Annual,Tonne,Hazardous and non-hazardous - total,Recovery - recycling,Plastic wastes,Latvia,2016,57464,,
ESTAT:ENV_WASTRT(1.0),27/11/24 23:00:00,Annual,Tonne,Hazardous and non-hazardous - total,Recovery - recycling,Plastic wastes,Latvia,2018,50386,,
ESTAT:ENV_WASTRT(1.0),27/11/24 23:00:00,Annual,Tonne,Hazardous and non-hazardous - total,Recovery - recycling,Plastic wastes,Latvia,2020,59493,,
ESTAT:ENV_WASTRT(1.0),27/11/24 23:00:00,Annual,Tonne,Hazardous and non-hazardous - total,Recovery - recycling,Plastic wastes,Latvia,2022,114180,,
ESTAT:ENV_WASTRT(1.0),27/11/24 23:00:00,Annual,Tonne,Hazardous and non-hazardous - total,Recovery - recycling,Plastic wastes,Montenegro,2012,551,,
ESTAT:ENV_WASTRT(1.0),27/11/24 23:00:00,Annual,Tonne,Hazardous and non-hazardous - total,Recovery - recycling,Plastic wastes,Montenegro,2014,328,,
