DATAFLOW,LAST UPDATE,freq,reporter,partner,product,flow,indicators,TIME_PERIOD,OBS_VALUE
ESTAT:DS-045409(1.0),17/02/25 11:00:00,Annual,"France (incl. Saint Barthélemy 'BL' -> 2012; incl. French Guiana 'GF', Guadeloupe 'GP', Martinique 'MQ', Réunion 'RE' from 1997; incl. Mayotte 'YT' from 2014)",All countries of the world,"Waste, parings and scrap, of polymers of ethylene",EXPORT,VALUE_IN_EUROS,2020,33885686,
ESTAT:DS-045409(1.0),17/02/25 11:00:00,Annual,"France (incl. Saint Barthélemy 'BL' -> 2012; incl. French Guiana 'GF', Guadeloupe 'GP', Martinique 'MQ', Réunion 'RE' from 1997; incl. Mayotte 'YT' from 2014)",All countries of the world,"Waste, parings and scrap, of polymers of ethylene",EXPORT,VALUE_IN_EUROS,2021,60134179,
ESTAT:DS-045409(1.0),17/02/25 11:00:00,Annual,"France (incl. Saint Barthélemy 'BL' -> 2012; incl. French Guiana 'GF', Guadeloupe 'GP', Martinique 'MQ', Réunion 'RE' from 1997; incl. Mayotte 'YT' from 2014)",All countries of the world,"Waste, parings and scrap, of polymers of ethylene",EXPORT,VALUE_IN_EUROS,2022,89515622,
ESTAT:DS-045409(1.0),17/02/25 11:00:00,Annual,"France (incl. Saint Barthélemy 'BL' -> 2012; incl. French Guiana 'GF', Guadeloupe 'GP', Martinique 'MQ', Réunion 'RE' from 1997; incl. Mayotte 'YT' from 2014)",All countries of the world,"Waste, parings and scrap, of polymers of ethylene",EXPORT,VALUE_IN_EUROS,2023,61016891,
ESTAT:DS-045409(1.0),17/02/25 11:00:00,Annual,Greece,All countries of the world,"Waste, parings and scrap, of polymers of ethylene",EXPORT,VALUE_IN_EUROS,2010,2486271,
ESTAT:DS-045409(1.0),17/02/25 11:00:00,Annual,Greece,All countries of the world,"Waste, parings and scrap, of polymers of ethylene",EXPORT,VALUE_IN_EUROS,2011,2674418,
ESTAT:DS-045409(1.0),17/02/25 11:00:00,Annual,Greece,All countries of the world,"Waste, parings and scrap, of polymers of ethylene",EXPORT,VALUE_IN_EUROS,2012,2117623,
ESTAT:DS-045409(1.0),17/02/25 11:00:00,Annual,Greece,All countries of the world,"Waste, parings and scrap, of polymers of ethylene",EXPORT,VALUE_IN_EUROS,2013,1182533,
ESTAT:DS-045409(1.0),17/02/25 11:00:00,Annual,Greece,All countries of the world,"Waste, parings and scrap, of polymers of ethylene",EXPORT,VALUE_IN_EUROS,2014,1997672,
ESTAT:DS-045409(1.0),17/02/25 11:00:00,Annual,Greece,All countries of the world,"Waste, parings and scrap, of polymers of ethylene",EXPORT,VALUE_IN_EUROS,2015,3170767,
ESTAT:DS-045409(1.0),17/02/25 11:00:00,Annual,Greece,All countries of the world,"Waste, parings and scrap, of polymers of ethylene",EXPORT,VALUE_IN_EUROS,2016,2682919,
ESTAT:DS-045409(1.0),17/02/25 11:00:00,Annual,Greece,All countries of the world,"Waste, parings and scrap, of polymers of ethylene",EXPORT,VALUE_IN_EUROS,2017,2362733,
ESTAT:DS-045409(1.0),17/02/25 11:00:00,Annual,Greece,All countries of the world,"Waste, parings and scrap, of polymers of ethylene",EXPORT,VALUE_IN_EUROS,2018,2843287,
ESTAT:DS-045409(1.0),17/02/25 11:00:00,Annual,Greece,All countries of the world,"Waste, parings and scrap, of polymers of ethylene",EXPORT,VALUE_IN_EUROS,2019,2803648,
ESTAT:DS-045409(1.0),17/02/25 11:00:00,Annual,Greece,All countries of the world,"Waste, parings and scrap, of polymers of ethylene",EXPORT,VALUE_IN_EUROS,2020,3463687,
ESTAT:DS-045409(1.0),17/02/25 11:00:00,Annual,Greece,All countries of the world,"Waste, parings and scrap, of polymers of ethylene",EXPORT,VALUE_IN_EUROS,2021,6264628,
ESTAT:DS-045409(1.0),17/02/25 11:00:00,Annual,Greece,All countries of the world,"Waste, parings and scrap, of polymers of ethylene",EXPORT,VALUE_IN_EUROS,2022,9287066,
ESTAT:DS-045409(1.0),17/02/25 11:00:00,Annual,Greece,All countries of the world,"Waste, parings and scrap, of polymers of ethylene",EXPORT,VALUE_IN_EUROS,2023,6411107,
ESTAT:DS-045409(1.0),17/02/25 11:00:00,Annual,Italy (incl. San Marino 'SM' -> 1993),All countries of the world,"Waste, parings and scrap, of polymers of ethylene",EXPORT,VALUE_IN_EUROS,2010,23470452,
ESTAT:DS-045409(1.0),17/02/25 11:00:00,Annual,Italy (incl. San Marino 'SM' -> 1993),All countries of the world,"Waste, parings and scrap, of polymers of ethylene",EXPORT,VALUE_IN_EUROS,2011,21338718,
ESTAT:DS-045409(1.0),17/02/25 11:00:00,Annual,Italy (incl. San Marino 'SM' -> 1993),All countries of the world,"Waste, parings and scrap, of polymers of ethylene",EXPORT,VALUE_IN_EUROS,2012,23041397,
ESTAT:DS-045409(1.0),17/02/25 11:00:00,Annual,Italy (incl. San Marino 'SM' -> 1993),All countries of the world,"Waste, parings and scrap, of polymers of ethylene",EXPORT,VALUE_IN_EUROS,2013,23823336,
ESTAT:DS-045409(1.0),17/02/25 11:00:00,Annual,Italy (incl. San Marino 'SM' -> 1993),All countries of the world,"Waste, parings and scrap, of polymers of ethylene",EXPORT,VALUE_IN_EUROS,2014,20841925,
ESTAT:DS-045409(1.0),17/02/25 11:00:00,Annual,Italy (incl. San Marino 'SM' -> 1993),All countries of the world,"Waste, parings and scrap, of polymers of ethylene",EXPORT,VALUE_IN_EUROS,2015,25718297,
ESTAT:DS-045409(1.0),17/02/25 11:00:00,Annual,Italy (incl. San Marino 'SM' -> 1993),All countries of the world,"Waste, parings and scrap, of polymers of ethylene",EXPORT,VALUE_IN_EUROS,2016,19515104,
ESTAT:DS-045409(1.0),17/02/25 11:00:00,Annual,Italy (incl. San Marino 'SM' -> 1993),All countries of the world,"Waste, parings and scrap, of polymers of ethylene",EXPORT,VALUE_IN_EUROS,2017,19128164,
ESTAT:DS-045409(1.0),17/02/25 11:00:00,Annual,Italy (incl. San Marino 'SM' -> 1993),All countries of the world,"Waste, parings and scrap, of polymers of ethylene",EXPORT,VALUE_IN_EUROS,2018,13386660,
ESTAT:DS-045409(1.0),17/02/25 11:00:00,Annual,Italy (incl. San Marino 'SM' -> 1993),All countries of the world,"Waste, parings and scrap, of polymers of ethylene",EXPORT,VALUE_IN_EUROS,2019,13007573,
ESTAT:DS-045409(1.0),17/02/25 11:00:00,Annual,Italy (incl. San Marino 'SM' -> 1993),All countries of the world,"Waste, parings and scrap, of polymers of ethylene",EXPORT,VALUE_IN_EUROS,2020,9059886,
ESTAT:DS-045409(1.0),17/02/25 11:00:00,Annual,Italy (incl. San Marino 'SM' -> 1993),All countries of the world,"Waste, parings and scrap, of polymers of ethylene",EXPORT,VALUE_IN_EUROS,2021,11511733,
ESTAT:DS-045409(1.0),17/02/25 11:00:00,Annual,Italy (incl. San Marino 'SM' -> 1993),All countries of the world,"Waste, parings and scrap, of polymers of ethylene",EXPORT,VALUE_IN_EUROS,2022,17598590,
ESTAT:DS-045409(1.0),17/02/25 11:00:00,Annual,Italy (incl. San Marino 'SM' -> 1993),All countries of the world,"Waste, parings and scrap, of polymers of ethylene",EXPORT,VALUE_IN_EUROS,2023,20094745,
ESTAT:DS-045409(1.0),17/02/25 11:00:00,Annual,Netherlands,All countries of the world,"Waste, parings and scrap, of polymers of ethylene",EXPORT,VALUE_IN_EUROS,2010,42147798,
ESTAT:DS-045409(1.0),17/02/25 11:00:00,Annual,Netherlands,All countries of the world,"Waste, parings and scrap, of polymers of ethylene",EXPORT,VALUE_IN_EUROS,2011,42619067,
ESTAT:DS-045409(1.0),17/02/25 11:00:00,Annual,Netherlands,All countries of the world,"Waste, parings and scrap, of polymers of ethylene",EXPORT,VALUE_IN_EUROS,2012,54945310,
ESTAT:DS-045409(1.0),17/02/25 11:00:00,Annual,Netherlands,All countries of the world,"Waste, parings and scrap, of polymers of ethylene",EXPORT,VALUE_IN_EUROS,2013,57606401,
ESTAT:DS-045409(1.0),17/02/25 11:00:00,Annual,Netherlands,All countries of the world,"Waste, parings and scrap, of polymers of ethylene",EXPORT,VALUE_IN_EUROS,2014,74150335,
ESTAT:DS-045409(1.0),17/02/25 11:00:00,Annual,Netherlands,All countries of the world,"Waste, parings and scrap, of polymers of ethylene",EXPORT,VALUE_IN_EUROS,2015,67852096,
ESTAT:DS-045409(1.0),17/02/25 11:00:00,Annual,Netherlands,All countries of the world,"Waste, parings and scrap, of polymers of ethylene",EXPORT,VALUE_IN_EUROS,2016,73046815,
ESTAT:DS-045409(1.0),17/02/25 11:00:00,Annual,Netherlands,All countries of the world,"Waste, parings and scrap, of polymers of ethylene",EXPORT,VALUE_IN_EUROS,2017,61375766,
ESTAT:DS-045409(1.0),17/02/25 11:00:00,Annual,Netherlands,All countries of the world,"Waste, parings and scrap, of polymers of ethylene",EXPORT,VALUE_IN_EUROS,2018,50172361,
ESTAT:DS-045409(1.0),17/02/25 11:00:00,Annual,Netherlands,All countries of the world,"Waste, parings and scrap, of polymers of ethylene",EXPORT,VALUE_IN_EUROS,2019,55116929,
ESTAT:DS-045409(1.0),17/02/25 11:00:00,Annual,Netherlands,All countries of the world,"Waste, parings and scrap, of polymers of ethylene",EXPORT,VALUE_IN_EUROS,2020,63457523,
ESTAT:DS-045409(1.0),17/02/25 11:00:00,Annual,Netherlands,All countries of the world,"Waste, parings and scrap, of polymers of ethylene",EXPORT,VALUE_IN_EUROS,2021,124519270,
ESTAT:DS-045409(1.0),17/02/25 11:00:00,Annual,Netherlands,All countries of the world,"Waste, parings and scrap, of polymers of ethylene",EXPORT,VALUE_IN_EUROS,2022,158068970,
ESTAT:DS-045409(1.0),17/02/25 11:00:00,Annual,Netherlands,All countries of the world,"Waste, parings and scrap, of polymers of ethylene",EXPORT,VALUE_IN_EUROS,2023,129858535,
