DATAFLOW,LAST UPDATE,freq,unit,ind_use,stk_flow,prd_ava,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:NAIO_10_CP1610(1.0),12/03/25 11:00:00,Annual,Million euro,Total use,Domestic,Rubber and plastic products,Slovakia,2010,2682.66,,
ESTAT:NAIO_10_CP1610(1.0),12/03/25 11:00:00,Annual,Million euro,Total use,Domestic,Rubber and plastic products,Slovakia,2011,3414.19,,
ESTAT:NAIO_10_CP1610(1.0),12/03/25 11:00:00,Annual,Million euro,Total use,Domestic,Rubber and plastic products,Slovakia,2012,3563.62,,
ESTAT:NAIO_10_CP1610(1.0),12/03/25 11:00:00,Annual,Million euro,Total use,Domestic,Rubber and plastic products,Slovakia,2013,3798.74,,
ESTAT:NAIO_10_CP1610(1.0),12/03/25 11:00:00,Annual,Million euro,Total use,Domestic,Rubber and plastic products,Slovakia,2015,3868.46,,
ESTAT:NAIO_10_CP1610(1.0),12/03/25 11:00:00,Annual,Million euro,Total use,Domestic,Rubber and plastic products,Slovakia,2018,4390.87,,
ESTAT:NAIO_10_CP1610(1.0),12/03/25 11:00:00,Annual,Million euro,Total use,Domestic,Rubber and plastic products,Slovakia,2019,4553.54,,
ESTAT:NAIO_10_CP1610(1.0),12/03/25 11:00:00,Annual,Million euro,Total use,Domestic,Rubber and plastic products,Slovakia,2020,3816.86,,
ESTAT:NAIO_10_CP1610(1.0),12/03/25 11:00:00,Annual,Million euro,Total use,Domestic,Rubber and plastic products,Slovakia,2021,4373.55,,
ESTAT:NAIO_10_CP1610(1.0),12/03/25 11:00:00,Annual,Million euro,Total use,Domestic,Rubber and plastic products,Türkiye,2012,18856.78,,
ESTAT:NAIO_10_CP1610(1.0),12/03/25 11:00:00,Annual,Million euro,Total use,Domestic,Rubber and plastic products,Türkiye,2015,,,C
ESTAT:NAIO_10_CP1610(1.0),12/03/25 11:00:00,Annual,Million euro,Total use,Domestic,Rubber and plastic products,United Kingdom,2010,20963.85,,
ESTAT:NAIO_10_CP1610(1.0),12/03/25 11:00:00,Annual,Million euro,Total use,Domestic,Rubber and plastic products,United Kingdom,2015,27775.99,,
ESTAT:NAIO_10_CP1610(1.0),12/03/25 11:00:00,Annual,Million euro,Total use,Domestic,Rubber and plastic products,United Kingdom,2016,25189.99,,
ESTAT:NAIO_10_CP1610(1.0),12/03/25 11:00:00,Annual,Million euro,Total use,Domestic,Rubber and plastic products,United Kingdom,2017,24252.84,,
ESTAT:NAIO_10_CP1610(1.0),12/03/25 11:00:00,Annual,Million euro,Total use,Domestic,Rubber and plastic products,United States,2010,138581.49,,
ESTAT:NAIO_10_CP1610(1.0),12/03/25 11:00:00,Annual,Million euro,Total use,Domestic,Rubber and plastic products,United States,2011,142722.58,,
ESTAT:NAIO_10_CP1610(1.0),12/03/25 11:00:00,Annual,Million euro,Total use,Domestic,Rubber and plastic products,United States,2012,161572.09,,
