DATAFLOW,LAST UPDATE,freq,reporter,partner,product,flow,indicators,TIME_PERIOD,OBS_VALUE
ESTAT:DS-045409(1.0),17/02/25 11:00:00,Monthly,"European Union (AT-01/1995, BE-01/1958, BG-01/2007, CY-05/2004, CZ-05/2004, DE-01/1958, DK-01/1973, EE-05/2004, ES-01/1986, FI-01/1995, FR-01/1958, GB-01/1973->01/2020, GR-01/1981, HR-07/2013, HU-05/2004, IE-01/1973, IT-01/1958, LT-05/2004, LU-01/1958, LV-05/2004, MT-05/2004, NL-01/1958, PL-05/2004, PT-01/1986, RO-01/2007, SE-01/1995, SI-05/2004, SK-05/2004)",Extra-EU (= 'WORLD' - 'EU_INTRA'),"Waste, parings and scrap, of plastics",IMPORT,QUANTITY_IN_100KG,2023-02,533261.10,
ESTAT:DS-045409(1.0),17/02/25 11:00:00,Monthly,"European Union (AT-01/1995, BE-01/1958, BG-01/2007, CY-05/2004, CZ-05/2004, DE-01/1958, DK-01/1973, EE-05/2004, ES-01/1986, FI-01/1995, FR-01/1958, GB-01/1973->01/2020, GR-01/1981, HR-07/2013, HU-05/2004, IE-01/1973, IT-01/1958, LT-05/2004, LU-01/1958, LV-05/2004, MT-05/2004, NL-01/1958, PL-05/2004, PT-01/1986, RO-01/2007, SE-01/1995, SI-05/2004, SK-05/2004)",Extra-EU (= 'WORLD' - 'EU_INTRA'),"Waste, parings and scrap, of plastics",IMPORT,QUANTITY_IN_100KG,2023-03,705673.98,
ESTAT:DS-045409(1.0),17/02/25 11:00:00,Monthly,"European Union (AT-01/1995, BE-01/1958, BG-01/2007, CY-05/2004, CZ-05/2004, DE-01/1958, DK-01/1973, EE-05/2004, ES-01/1986, FI-01/1995, FR-01/1958, GB-01/1973->01/2020, GR-01/1981, HR-07/2013, HU-05/2004, IE-01/1973, IT-01/1958, LT-05/2004, LU-01/1958, LV-05/2004, MT-05/2004, NL-01/1958, PL-05/2004, PT-01/1986, RO-01/2007, SE-01/1995, SI-05/2004, SK-05/2004)",Extra-EU (= 'WORLD' - 'EU_INTRA'),"Waste, parings and scrap, of plastics",IMPORT,QUANTITY_IN_100KG,2023-04,576086.53,
ESTAT:DS-045409(1.0),17/02/25 11:00:00,Monthly,"European Union (AT-01/1995, BE-01/1958, BG-01/2007, CY-05/2004, CZ-05/2004, DE-01/1958, DK-01/1973, EE-05/2004, ES-01/1986, FI-01/1995, FR-01/1958, GB-01/1973->01/2020, GR-01/1981, HR-07/2013, HU-05/2004, IE-01/1973, IT-01/1958, LT-05/2004, LU-01/1958, LV-05/2004, MT-05/2004, NL-01/1958, PL-05/2004, PT-01/1986, RO-01/2007, SE-01/1995, SI-05/2004, SK-05/2004)",Extra-EU (= 'WORLD' - 'EU_INTRA'),"Waste, parings and scrap, of plastics",IMPORT,QUANTITY_IN_100KG,2023-05,709508.70,
ESTAT:DS-045409(1.0),17/02/25 11:00:00,Monthly,"European Union (AT-01/1995, BE-01/1958, BG-01/2007, CY-05/2004, CZ-05/2004, DE-01/1958, DK-01/1973, EE-05/2004, ES-01/1986, FI-01/1995, FR-01/1958, GB-01/1973->01/2020, GR-01/1981, HR-07/2013, HU-05/2004, IE-01/1973, IT-01/1958, LT-05/2004, LU-01/1958, LV-05/2004, MT-05/2004, NL-01/1958, PL-05/2004, PT-01/1986, RO-01/2007, SE-01/1995, SI-05/2004, SK-05/2004)",Extra-EU (= 'WORLD' - 'EU_INTRA'),"Waste, parings and scrap, of plastics",IMPORT,QUANTITY_IN_100KG,2023-06,748531.85,
ESTAT:DS-045409(1.0),17/02/25 11:00:00,Monthly,"European Union (AT-01/1995, BE-01/1958, BG-01/2007, CY-05/2004, CZ-05/2004, DE-01/1958, DK-01/1973, EE-05/2004, ES-01/1986, FI-01/1995, FR-01/1958, GB-01/1973->01/2020, GR-01/1981, HR-07/2013, HU-05/2004, IE-01/1973, IT-01/1958, LT-05/2004, LU-01/1958, LV-05/2004, MT-05/2004, NL-01/1958, PL-05/2004, PT-01/1986, RO-01/2007, SE-01/1995, SI-05/2004, SK-05/2004)",Extra-EU (= 'WORLD' - 'EU_INTRA'),"Waste, parings and scrap, of plastics",IMPORT,QUANTITY_IN_100KG,2023-07,647709.11,
ESTAT:DS-045409(1.0),17/02/25 11:00:00,Monthly,"European Union (AT-01/1995, BE-01/1958, BG-01/2007, CY-05/2004, CZ-05/2004, DE-01/1958, DK-01/1973, EE-05/2004, ES-01/1986, FI-01/1995, FR-01/1958, GB-01/1973->01/2020, GR-01/1981, HR-07/2013, HU-05/2004, IE-01/1973, IT-01/1958, LT-05/2004, LU-01/1958, LV-05/2004, MT-05/2004, NL-01/1958, PL-05/2004, PT-01/1986, RO-01/2007, SE-01/1995, SI-05/2004, SK-05/2004)",Extra-EU (= 'WORLD' - 'EU_INTRA'),"Waste, parings and scrap, of plastics",IMPORT,QUANTITY_IN_100KG,2023-08,606247.80,
ESTAT:DS-045409(1.0),17/02/25 11:00:00,Monthly,"European Union (AT-01/1995, BE-01/1958, BG-01/2007, CY-05/2004, CZ-05/2004, DE-01/1958, DK-01/1973, EE-05/2004, ES-01/1986, FI-01/1995, FR-01/1958, GB-01/1973->01/2020, GR-01/1981, HR-07/2013, HU-05/2004, IE-01/1973, IT-01/1958, LT-05/2004, LU-01/1958, LV-05/2004, MT-05/2004, NL-01/1958, PL-05/2004, PT-01/1986, RO-01/2007, SE-01/1995, SI-05/2004, SK-05/2004)",Extra-EU (= 'WORLD' - 'EU_INTRA'),"Waste, parings and scrap, of plastics",IMPORT,QUANTITY_IN_100KG,2023-09,637847.34,
ESTAT:DS-045409(1.0),17/02/25 11:00:00,Monthly,"European Union (AT-01/1995, BE-01/1958, BG-01/2007, CY-05/2004, CZ-05/2004, DE-01/1958, DK-01/1973, EE-05/2004, ES-01/1986, FI-01/1995, FR-01/1958, GB-01/1973->01/2020, GR-01/1981, HR-07/2013, HU-05/2004, IE-01/1973, IT-01/1958, LT-05/2004, LU-01/1958, LV-05/2004, MT-05/2004, NL-01/1958, PL-05/2004, PT-01/1986, RO-01/2007, SE-01/1995, SI-05/2004, SK-05/2004)",Extra-EU (= 'WORLD' - 'EU_INTRA'),"Waste, parings and scrap, of plastics",IMPORT,QUANTITY_IN_100KG,2023-10,617765.68,
ESTAT:DS-045409(1.0),17/02/25 11:00:00,Monthly,"European Union (AT-01/1995, BE-01/1958, BG-01/2007, CY-05/2004, CZ-05/2004, DE-01/1958, DK-01/1973, EE-05/2004, ES-01/1986, FI-01/1995, FR-01/1958, GB-01/1973->01/2020, GR-01/1981, HR-07/2013, HU-05/2004, IE-01/1973, IT-01/1958, LT-05/2004, LU-01/1958, LV-05/2004, MT-05/2004, NL-01/1958, PL-05/2004, PT-01/1986, RO-01/2007, SE-01/1995, SI-05/2004, SK-05/2004)",Extra-EU (= 'WORLD' - 'EU_INTRA'),"Waste, parings and scrap, of plastics",IMPORT,QUANTITY_IN_100KG,2023-11,709152.35,
ESTAT:DS-045409(1.0),17/02/25 11:00:00,Monthly,"European Union (AT-01/1995, BE-01/1958, BG-01/2007, CY-05/2004, CZ-05/2004, DE-01/1958, DK-01/1973, EE-05/2004, ES-01/1986, FI-01/1995, FR-01/1958, GB-01/1973->01/2020, GR-01/1981, HR-07/2013, HU-05/2004, IE-01/1973, IT-01/1958, LT-05/2004, LU-01/1958, LV-05/2004, MT-05/2004, NL-01/1958, PL-05/2004, PT-01/1986, RO-01/2007, SE-01/1995, SI-05/2004, SK-05/2004)",Extra-EU (= 'WORLD' - 'EU_INTRA'),"Waste, parings and scrap, of plastics",IMPORT,QUANTITY_IN_100KG,2023-12,511694.49,
ESTAT:DS-045409(1.0),17/02/25 11:00:00,Monthly,"European Union (AT-01/1995, BE-01/1958, BG-01/2007, CY-05/2004, CZ-05/2004, DE-01/1958, DK-01/1973, EE-05/2004, ES-01/1986, FI-01/1995, FR-01/1958, GB-01/1973->01/2020, GR-01/1981, HR-07/2013, HU-05/2004, IE-01/1973, IT-01/1958, LT-05/2004, LU-01/1958, LV-05/2004, MT-05/2004, NL-01/1958, PL-05/2004, PT-01/1986, RO-01/2007, SE-01/1995, SI-05/2004, SK-05/2004)",Extra-EU (= 'WORLD' - 'EU_INTRA'),"Waste, parings and scrap, of plastics",IMPORT,QUANTITY_IN_100KG,2024-01,574959.13,
ESTAT:DS-045409(1.0),17/02/25 11:00:00,Monthly,"European Union (AT-01/1995, BE-01/1958, BG-01/2007, CY-05/2004, CZ-05/2004, DE-01/1958, DK-01/1973, EE-05/2004, ES-01/1986, FI-01/1995, FR-01/1958, GB-01/1973->01/2020, GR-01/1981, HR-07/2013, HU-05/2004, IE-01/1973, IT-01/1958, LT-05/2004, LU-01/1958, LV-05/2004, MT-05/2004, NL-01/1958, PL-05/2004, PT-01/1986, RO-01/2007, SE-01/1995, SI-05/2004, SK-05/2004)",Extra-EU (= 'WORLD' - 'EU_INTRA'),"Waste, parings and scrap, of plastics",IMPORT,QUANTITY_IN_100KG,2024-02,688729.84,
ESTAT:DS-045409(1.0),17/02/25 11:00:00,Monthly,"European Union (AT-01/1995, BE-01/1958, BG-01/2007, CY-05/2004, CZ-05/2004, DE-01/1958, DK-01/1973, EE-05/2004, ES-01/1986, FI-01/1995, FR-01/1958, GB-01/1973->01/2020, GR-01/1981, HR-07/2013, HU-05/2004, IE-01/1973, IT-01/1958, LT-05/2004, LU-01/1958, LV-05/2004, MT-05/2004, NL-01/1958, PL-05/2004, PT-01/1986, RO-01/2007, SE-01/1995, SI-05/2004, SK-05/2004)",Extra-EU (= 'WORLD' - 'EU_INTRA'),"Waste, parings and scrap, of plastics",IMPORT,QUANTITY_IN_100KG,2024-03,637594.59,
ESTAT:DS-045409(1.0),17/02/25 11:00:00,Monthly,"European Union (AT-01/1995, BE-01/1958, BG-01/2007, CY-05/2004, CZ-05/2004, DE-01/1958, DK-01/1973, EE-05/2004, ES-01/1986, FI-01/1995, FR-01/1958, GB-01/1973->01/2020, GR-01/1981, HR-07/2013, HU-05/2004, IE-01/1973, IT-01/1958, LT-05/2004, LU-01/1958, LV-05/2004, MT-05/2004, NL-01/1958, PL-05/2004, PT-01/1986, RO-01/2007, SE-01/1995, SI-05/2004, SK-05/2004)",Extra-EU (= 'WORLD' - 'EU_INTRA'),"Waste, parings and scrap, of plastics",IMPORT,QUANTITY_IN_100KG,2024-04,644051.46,
ESTAT:DS-045409(1.0),17/02/25 11:00:00,Monthly,"European Union (AT-01/1995, BE-01/1958, BG-01/2007, CY-05/2004, CZ-05/2004, DE-01/1958, DK-01/1973, EE-05/2004, ES-01/1986, FI-01/1995, FR-01/1958, GB-01/1973->01/2020, GR-01/1981, HR-07/2013, HU-05/2004, IE-01/1973, IT-01/1958, LT-05/2004, LU-01/1958, LV-05/2004, MT-05/2004, NL-01/1958, PL-05/2004, PT-01/1986, RO-01/2007, SE-01/1995, SI-05/2004, SK-05/2004)",Extra-EU (= 'WORLD' - 'EU_INTRA'),"Waste, parings and scrap, of plastics",IMPORT,QUANTITY_IN_100KG,2024-05,689727.76,
ESTAT:DS-045409(1.0),17/02/25 11:00:00,Monthly,"European Union (AT-01/1995, BE-01/1958, BG-01/2007, CY-05/2004, CZ-05/2004, DE-01/1958, DK-01/1973, EE-05/2004, ES-01/1986, FI-01/1995, FR-01/1958, GB-01/1973->01/2020, GR-01/1981, HR-07/2013, HU-05/2004, IE-01/1973, IT-01/1958, LT-05/2004, LU-01/1958, LV-05/2004, MT-05/2004, NL-01/1958, PL-05/2004, PT-01/1986, RO-01/2007, SE-01/1995, SI-05/2004, SK-05/2004)",Extra-EU (= 'WORLD' - 'EU_INTRA'),"Waste, parings and scrap, of plastics",IMPORT,QUANTITY_IN_100KG,2024-06,706122.32,
ESTAT:DS-045409(1.0),17/02/25 11:00:00,Monthly,"European Union (AT-01/1995, BE-01/1958, BG-01/2007, CY-05/2004, CZ-05/2004, DE-01/1958, DK-01/1973, EE-05/2004, ES-01/1986, FI-01/1995, FR-01/1958, GB-01/1973->01/2020, GR-01/1981, HR-07/2013, HU-05/2004, IE-01/1973, IT-01/1958, LT-05/2004, LU-01/1958, LV-05/2004, MT-05/2004, NL-01/1958, PL-05/2004, PT-01/1986, RO-01/2007, SE-01/1995, SI-05/2004, SK-05/2004)",Extra-EU (= 'WORLD' - 'EU_INTRA'),"Waste, parings and scrap, of plastics",IMPORT,QUANTITY_IN_100KG,2024-07,770996.36,
ESTAT:DS-045409(1.0),17/02/25 11:00:00,Monthly,"European Union (AT-01/1995, BE-01/1958, BG-01/2007, CY-05/2004, CZ-05/2004, DE-01/1958, DK-01/1973, EE-05/2004, ES-01/1986, FI-01/1995, FR-01/1958, GB-01/1973->01/2020, GR-01/1981, HR-07/2013, HU-05/2004, IE-01/1973, IT-01/1958, LT-05/2004, LU-01/1958, LV-05/2004, MT-05/2004, NL-01/1958, PL-05/2004, PT-01/1986, RO-01/2007, SE-01/1995, SI-05/2004, SK-05/2004)",Extra-EU (= 'WORLD' - 'EU_INTRA'),"Waste, parings and scrap, of plastics",IMPORT,QUANTITY_IN_100KG,2024-08,575179.50,
ESTAT:DS-045409(1.0),17/02/25 11:00:00,Monthly,"European Union (AT-01/1995, BE-01/1958, BG-01/2007, CY-05/2004, CZ-05/2004, DE-01/1958, DK-01/1973, EE-05/2004, ES-01/1986, FI-01/1995, FR-01/1958, GB-01/1973->01/2020, GR-01/1981, HR-07/2013, HU-05/2004, IE-01/1973, IT-01/1958, LT-05/2004, LU-01/1958, LV-05/2004, MT-05/2004, NL-01/1958, PL-05/2004, PT-01/1986, RO-01/2007, SE-01/1995, SI-05/2004, SK-05/2004)",Extra-EU (= 'WORLD' - 'EU_INTRA'),"Waste, parings and scrap, of plastics",IMPORT,QUANTITY_IN_100KG,2024-09,677073.01,
ESTAT:DS-045409(1.0),17/02/25 11:00:00,Monthly,"European Union (AT-01/1995, BE-01/1958, BG-01/2007, CY-05/2004, CZ-05/2004, DE-01/1958, DK-01/1973, EE-05/2004, ES-01/1986, FI-01/1995, FR-01/1958, GB-01/1973->01/2020, GR-01/1981, HR-07/2013, HU-05/2004, IE-01/1973, IT-01/1958, LT-05/2004, LU-01/1958, LV-05/2004, MT-05/2004, NL-01/1958, PL-05/2004, PT-01/1986, RO-01/2007, SE-01/1995, SI-05/2004, SK-05/2004)",Extra-EU (= 'WORLD' - 'EU_INTRA'),"Waste, parings and scrap, of plastics",IMPORT,QUANTITY_IN_100KG,2024-10,702255.97,
ESTAT:DS-045409(1.0),17/02/25 11:00:00,Monthly,"European Union (AT-01/1995, BE-01/1958, BG-01/2007, CY-05/2004, CZ-05/2004, DE-01/1958, DK-01/1973, EE-05/2004, ES-01/1986, FI-01/1995, FR-01/1958, GB-01/1973->01/2020, GR-01/1981, HR-07/2013, HU-05/2004, IE-01/1973, IT-01/1958, LT-05/2004, LU-01/1958, LV-05/2004, MT-05/2004, NL-01/1958, PL-05/2004, PT-01/1986, RO-01/2007, SE-01/1995, SI-05/2004, SK-05/2004)",Extra-EU (= 'WORLD' - 'EU_INTRA'),"Waste, parings and scrap, of plastics",IMPORT,QUANTITY_IN_100KG,2024-11,573741.43,
ESTAT:DS-045409(1.0),17/02/25 11:00:00,Monthly,"European Union (AT-01/1995, BE-01/1958, BG-01/2007, CY-05/2004, CZ-05/2004, DE-01/1958, DK-01/1973, EE-05/2004, ES-01/1986, FI-01/1995, FR-01/1958, GB-01/1973->01/2020, GR-01/1981, HR-07/2013, HU-05/2004, IE-01/1973, IT-01/1958, LT-05/2004, LU-01/1958, LV-05/2004, MT-05/2004, NL-01/1958, PL-05/2004, PT-01/1986, RO-01/2007, SE-01/1995, SI-05/2004, SK-05/2004)",Extra-EU (= 'WORLD' - 'EU_INTRA'),"Waste, parings and scrap, of plastics",IMPORT,QUANTITY_IN_100KG,2024-12,544392.42,
