DATAFLOW,LAST UPDATE,freq,reporter,partner,product,flow,indicators,TIME_PERIOD,OBS_VALUE
ESTAT:DS-045409(1.0),17/02/25 11:00:00,Annual,"France (incl. Saint Barthélemy 'BL' -> 2012; incl. French Guiana 'GF', Guadeloupe 'GP', Martinique 'MQ', Réunion 'RE' from 1997; incl. Mayotte 'YT' from 2014)",All countries of the world,"Waste, parings and scrap, of polymers of ethylene",IMPORT,QUANTITY_IN_100KG,2022,563042.62,
ESTAT:DS-045409(1.0),17/02/25 11:00:00,Annual,"France (incl. Saint Barthélemy 'BL' -> 2012; incl. French Guiana 'GF', Guadeloupe 'GP', Martinique 'MQ', Réunion 'RE' from 1997; incl. Mayotte 'YT' from 2014)",All countries of the world,"Waste, parings and scrap, of polymers of ethylene",IMPORT,QUANTITY_IN_100KG,2023,269786.14,
ESTAT:DS-045409(1.0),17/02/25 11:00:00,Annual,Greece,All countries of the world,"Waste, parings and scrap, of polymers of ethylene",IMPORT,QUANTITY_IN_100KG,2010,68669.55,
ESTAT:DS-045409(1.0),17/02/25 11:00:00,Annual,Greece,All countries of the world,"Waste, parings and scrap, of polymers of ethylene",IMPORT,QUANTITY_IN_100KG,2011,30543.20,
ESTAT:DS-045409(1.0),17/02/25 11:00:00,Annual,Greece,All countries of the world,"Waste, parings and scrap, of polymers of ethylene",IMPORT,QUANTITY_IN_100KG,2012,31881.47,
ESTAT:DS-045409(1.0),17/02/25 11:00:00,Annual,Greece,All countries of the world,"Waste, parings and scrap, of polymers of ethylene",IMPORT,QUANTITY_IN_100KG,2013,48387.99,
ESTAT:DS-045409(1.0),17/02/25 11:00:00,Annual,Greece,All countries of the world,"Waste, parings and scrap, of polymers of ethylene",IMPORT,QUANTITY_IN_100KG,2014,53232.80,
ESTAT:DS-045409(1.0),17/02/25 11:00:00,Annual,Greece,All countries of the world,"Waste, parings and scrap, of polymers of ethylene",IMPORT,QUANTITY_IN_100KG,2015,43869.05,
ESTAT:DS-045409(1.0),17/02/25 11:00:00,Annual,Greece,All countries of the world,"Waste, parings and scrap, of polymers of ethylene",IMPORT,QUANTITY_IN_100KG,2016,47536.31,
ESTAT:DS-045409(1.0),17/02/25 11:00:00,Annual,Greece,All countries of the world,"Waste, parings and scrap, of polymers of ethylene",IMPORT,QUANTITY_IN_100KG,2017,52623.98,
ESTAT:DS-045409(1.0),17/02/25 11:00:00,Annual,Greece,All countries of the world,"Waste, parings and scrap, of polymers of ethylene",IMPORT,QUANTITY_IN_100KG,2018,74095.90,
ESTAT:DS-045409(1.0),17/02/25 11:00:00,Annual,Greece,All countries of the world,"Waste, parings and scrap, of polymers of ethylene",IMPORT,QUANTITY_IN_100KG,2019,72247.77,
ESTAT:DS-045409(1.0),17/02/25 11:00:00,Annual,Greece,All countries of the world,"Waste, parings and scrap, of polymers of ethylene",IMPORT,QUANTITY_IN_100KG,2020,40243.90,
ESTAT:DS-045409(1.0),17/02/25 11:00:00,Annual,Greece,All countries of the world,"Waste, parings and scrap, of polymers of ethylene",IMPORT,QUANTITY_IN_100KG,2021,98883.15,
ESTAT:DS-045409(1.0),17/02/25 11:00:00,Annual,Greece,All countries of the world,"Waste, parings and scrap, of polymers of ethylene",IMPORT,QUANTITY_IN_100KG,2022,147789.24,
ESTAT:DS-045409(1.0),17/02/25 11:00:00,Annual,Greece,All countries of the world,"Waste, parings and scrap, of polymers of ethylene",IMPORT,QUANTITY_IN_100KG,2023,93149.53,
ESTAT:DS-045409(1.0),17/02/25 11:00:00,Annual,Italy (incl. San Marino 'SM' -> 1993),All countries of the world,"Waste, parings and scrap, of polymers of ethylene",IMPORT,QUANTITY_IN_100KG,2010,335973.38,
ESTAT:DS-045409(1.0),17/02/25 11:00:00,Annual,Italy (incl. San Marino 'SM' -> 1993),All countries of the world,"Waste, parings and scrap, of polymers of ethylene",IMPORT,QUANTITY_IN_100KG,2011,375390.28,
ESTAT:DS-045409(1.0),17/02/25 11:00:00,Annual,Italy (incl. San Marino 'SM' -> 1993),All countries of the world,"Waste, parings and scrap, of polymers of ethylene",IMPORT,QUANTITY_IN_100KG,2012,348761.59,
ESTAT:DS-045409(1.0),17/02/25 11:00:00,Annual,Italy (incl. San Marino 'SM' -> 1993),All countries of the world,"Waste, parings and scrap, of polymers of ethylene",IMPORT,QUANTITY_IN_100KG,2013,364389.19,
ESTAT:DS-045409(1.0),17/02/25 11:00:00,Annual,Italy (incl. San Marino 'SM' -> 1993),All countries of the world,"Waste, parings and scrap, of polymers of ethylene",IMPORT,QUANTITY_IN_100KG,2014,457682.34,
ESTAT:DS-045409(1.0),17/02/25 11:00:00,Annual,Italy (incl. San Marino 'SM' -> 1993),All countries of the world,"Waste, parings and scrap, of polymers of ethylene",IMPORT,QUANTITY_IN_100KG,2015,600486.53,
ESTAT:DS-045409(1.0),17/02/25 11:00:00,Annual,Italy (incl. San Marino 'SM' -> 1993),All countries of the world,"Waste, parings and scrap, of polymers of ethylene",IMPORT,QUANTITY_IN_100KG,2016,786475.00,
ESTAT:DS-045409(1.0),17/02/25 11:00:00,Annual,Italy (incl. San Marino 'SM' -> 1993),All countries of the world,"Waste, parings and scrap, of polymers of ethylene",IMPORT,QUANTITY_IN_100KG,2017,912090.05,
ESTAT:DS-045409(1.0),17/02/25 11:00:00,Annual,Italy (incl. San Marino 'SM' -> 1993),All countries of the world,"Waste, parings and scrap, of polymers of ethylene",IMPORT,QUANTITY_IN_100KG,2018,639122.66,
ESTAT:DS-045409(1.0),17/02/25 11:00:00,Annual,Italy (incl. San Marino 'SM' -> 1993),All countries of the world,"Waste, parings and scrap, of polymers of ethylene",IMPORT,QUANTITY_IN_100KG,2019,537577.25,
ESTAT:DS-045409(1.0),17/02/25 11:00:00,Annual,Italy (incl. San Marino 'SM' -> 1993),All countries of the world,"Waste, parings and scrap, of polymers of ethylene",IMPORT,QUANTITY_IN_100KG,2020,560371.57,
ESTAT:DS-045409(1.0),17/02/25 11:00:00,Annual,Italy (incl. San Marino 'SM' -> 1993),All countries of the world,"Waste, parings and scrap, of polymers of ethylene",IMPORT,QUANTITY_IN_100KG,2021,809661.74,
ESTAT:DS-045409(1.0),17/02/25 11:00:00,Annual,Italy (incl. San Marino 'SM' -> 1993),All countries of the world,"Waste, parings and scrap, of polymers of ethylene",IMPORT,QUANTITY_IN_100KG,2022,798304.04,
ESTAT:DS-045409(1.0),17/02/25 11:00:00,Annual,Italy (incl. San Marino 'SM' -> 1993),All countries of the world,"Waste, parings and scrap, of polymers of ethylene",IMPORT,QUANTITY_IN_100KG,2023,648381.82,
ESTAT:DS-045409(1.0),17/02/25 11:00:00,Annual,Netherlands,All countries of the world,"Waste, parings and scrap, of polymers of ethylene",IMPORT,QUANTITY_IN_100KG,2010,1453579.73,
ESTAT:DS-045409(1.0),17/02/25 11:00:00,Annual,Netherlands,All countries of the world,"Waste, parings and scrap, of polymers of ethylene",IMPORT,QUANTITY_IN_100KG,2011,1402718.80,
ESTAT:DS-045409(1.0),17/02/25 11:00:00,Annual,Netherlands,All countries of the world,"Waste, parings and scrap, of polymers of ethylene",IMPORT,QUANTITY_IN_100KG,2012,1919910.25,
ESTAT:DS-045409(1.0),17/02/25 11:00:00,Annual,Netherlands,All countries of the world,"Waste, parings and scrap, of polymers of ethylene",IMPORT,QUANTITY_IN_100KG,2013,2008235.20,
ESTAT:DS-045409(1.0),17/02/25 11:00:00,Annual,Netherlands,All countries of the world,"Waste, parings and scrap, of polymers of ethylene",IMPORT,QUANTITY_IN_100KG,2014,2495083.08,
ESTAT:DS-045409(1.0),17/02/25 11:00:00,Annual,Netherlands,All countries of the world,"Waste, parings and scrap, of polymers of ethylene",IMPORT,QUANTITY_IN_100KG,2015,1813704.25,
ESTAT:DS-045409(1.0),17/02/25 11:00:00,Annual,Netherlands,All countries of the world,"Waste, parings and scrap, of polymers of ethylene",IMPORT,QUANTITY_IN_100KG,2016,2637251.43,
ESTAT:DS-045409(1.0),17/02/25 11:00:00,Annual,Netherlands,All countries of the world,"Waste, parings and scrap, of polymers of ethylene",IMPORT,QUANTITY_IN_100KG,2017,2993802.53,
ESTAT:DS-045409(1.0),17/02/25 11:00:00,Annual,Netherlands,All countries of the world,"Waste, parings and scrap, of polymers of ethylene",IMPORT,QUANTITY_IN_100KG,2018,2736798.07,
ESTAT:DS-045409(1.0),17/02/25 11:00:00,Annual,Netherlands,All countries of the world,"Waste, parings and scrap, of polymers of ethylene",IMPORT,QUANTITY_IN_100KG,2019,2451780.87,
ESTAT:DS-045409(1.0),17/02/25 11:00:00,Annual,Netherlands,All countries of the world,"Waste, parings and scrap, of polymers of ethylene",IMPORT,QUANTITY_IN_100KG,2020,3531132.80,
ESTAT:DS-045409(1.0),17/02/25 11:00:00,Annual,Netherlands,All countries of the world,"Waste, parings and scrap, of polymers of ethylene",IMPORT,QUANTITY_IN_100KG,2021,3355261.52,
ESTAT:DS-045409(1.0),17/02/25 11:00:00,Annual,Netherlands,All countries of the world,"Waste, parings and scrap, of polymers of ethylene",IMPORT,QUANTITY_IN_100KG,2022,2984001.56,
ESTAT:DS-045409(1.0),17/02/25 11:00:00,Annual,Netherlands,All countries of the world,"Waste, parings and scrap, of polymers of ethylene",IMPORT,QUANTITY_IN_100KG,2023,3009273.78,
