DATAFLOW,LAST UPDATE,freq,waste,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:ENV_WASPACR(1.0),27/02/25 23:00:00,Annual,Plastic packaging,Rate,Ireland,2021,27.9,,
ESTAT:ENV_WASPACR(1.0),27/02/25 23:00:00,Annual,Plastic packaging,Rate,Ireland,2022,32.1,,
ESTAT:ENV_WASPACR(1.0),27/02/25 23:00:00,Annual,Plastic packaging,Rate,Iceland,2010,31.7,,
ESTAT:ENV_WASPACR(1.0),27/02/25 23:00:00,Annual,Plastic packaging,Rate,Iceland,2011,41.5,,
ESTAT:ENV_WASPACR(1.0),27/02/25 23:00:00,Annual,Plastic packaging,Rate,Iceland,2012,40.9,,
ESTAT:ENV_WASPACR(1.0),27/02/25 23:00:00,Annual,Plastic packaging,Rate,Iceland,2013,26.5,,
ESTAT:ENV_WASPACR(1.0),27/02/25 23:00:00,Annual,Plastic packaging,Rate,Iceland,2014,26.8,,
ESTAT:ENV_WASPACR(1.0),27/02/25 23:00:00,Annual,Plastic packaging,Rate,Iceland,2015,37,,
ESTAT:ENV_WASPACR(1.0),27/02/25 23:00:00,Annual,Plastic packaging,Rate,Iceland,2016,41.5,,
ESTAT:ENV_WASPACR(1.0),27/02/25 23:00:00,Annual,Plastic packaging,Rate,Iceland,2017,28.9,,
ESTAT:ENV_WASPACR(1.0),27/02/25 23:00:00,Annual,Plastic packaging,Rate,Iceland,2018,29.3,,
ESTAT:ENV_WASPACR(1.0),27/02/25 23:00:00,Annual,Plastic packaging,Rate,Iceland,2019,24,,
ESTAT:ENV_WASPACR(1.0),27/02/25 23:00:00,Annual,Plastic packaging,Rate,Iceland,2020,30.8,d,
ESTAT:ENV_WASPACR(1.0),27/02/25 23:00:00,Annual,Plastic packaging,Rate,Iceland,2021,27.6,,
ESTAT:ENV_WASPACR(1.0),27/02/25 23:00:00,Annual,Plastic packaging,Rate,Iceland,2022,21.5,d,
ESTAT:ENV_WASPACR(1.0),27/02/25 23:00:00,Annual,Plastic packaging,Rate,Italy,2010,34.5,,
ESTAT:ENV_WASPACR(1.0),27/02/25 23:00:00,Annual,Plastic packaging,Rate,Italy,2011,36.1,,
ESTAT:ENV_WASPACR(1.0),27/02/25 23:00:00,Annual,Plastic packaging,Rate,Italy,2012,37.5,,
