DECL_LAB,PERIOD_LAB,PRCCODE_LAB,INDICATORS_LAB,INDICATOR_VALUE
"Netherlands","Jan.-Dec. 2014","Polymers of styrene, in primary forms (excluding polystyrene, styrene-acrylonitrile (SAN) copolymers, acrylonitrile-butadiene-styrene (ABS) copolymers)","PRODQNT",145129000
"Netherlands","Jan.-Dec. 2014","Polyvinyl chloride, not mixed with any other substances, in primary forms","QNTUNIT",kg
"Netherlands","Jan.-Dec. 2014","Polyvinyl chloride, not mixed with any other substances, in primary forms","PQNTFLAG",:C
"Netherlands","Jan.-Dec. 2014","Non-plasticised polyvinyl chloride mixed with any other substance, in primary forms","QNTUNIT",kg
"Netherlands","Jan.-Dec. 2014","Non-plasticised polyvinyl chloride mixed with any other substance, in primary forms","PRODQNT",0
"Netherlands","Jan.-Dec. 2014","Plasticised polyvinyl chloride mixed with any other substance, in primary forms","QNTUNIT",kg
"Netherlands","Jan.-Dec. 2014","Plasticised polyvinyl chloride mixed with any other substance, in primary forms","PRODQNT",0
"Netherlands","Jan.-Dec. 2014","Vinyl chloride-vinyl acetate copolymers and other vinyl chloride copolymers, in primary forms","QNTUNIT",kg
"Netherlands","Jan.-Dec. 2014","Vinyl chloride-vinyl acetate copolymers and other vinyl chloride copolymers, in primary forms","PRODQNT",0
"Netherlands","Jan.-Dec. 2014","Polymers of halogenated olefins, in primary forms, n.e.c.","QNTUNIT",kg
"Netherlands","Jan.-Dec. 2014","Polymers of halogenated olefins, in primary forms, n.e.c.","PQNTFLAG",:C
"Netherlands","Jan.-Dec. 2014","Polyamide -6, -11, -12, -6,6, -6,9, -6,10 or -6,12, in primary forms","QNTUNIT",kg
"Netherlands","Jan.-Dec. 2014","Polyamide -6, -11, -12, -6,6, -6,9, -6,10 or -6,12, in primary forms","PQNTFLAG",:C
"Netherlands","Jan.-Dec. 2014","Polyamides, in primary forms (excluding polyamide -6, -11, -12, -6,6, -6,9, -6,10 or -6,12)","QNTUNIT",kg
"Netherlands","Jan.-Dec. 2014","Polyamides, in primary forms (excluding polyamide -6, -11, -12, -6,6, -6,9, -6,10 or -6,12)","PQNTFLAG",:C
"Netherlands","Jan.-Dec. 2014","Polypropylene, in primary forms","QNTUNIT",kg
"Netherlands","Jan.-Dec. 2014","Polypropylene, in primary forms","PQNTFLAG",:C
"Netherlands","Jan.-Dec. 2014","Polymers of propylene or of other olefins, in primary forms (excluding polypropylene)","QNTUNIT",kg
"Netherlands","Jan.-Dec. 2014","Polymers of propylene or of other olefins, in primary forms (excluding polypropylene)","PQNTFLAG",:C
"Netherlands","Jan.-Dec. 2016","Polyethylene terephthalate in primary forms having a viscosity number of >= 78 ml/g","QNTUNIT",kg
"Netherlands","Jan.-Dec. 2016","Polyethylene terephthalate in primary forms having a viscosity number of >= 78 ml/g","PQNTFLAG",:C
"Netherlands","Jan.-Dec. 2016","Other polyethylene terephthalate in primary forms","QNTUNIT",kg
"Netherlands","Jan.-Dec. 2016","Other polyethylene terephthalate in primary forms","PQNTFLAG",:C
"Netherlands","Jan.-Dec. 2016","Linear polyethylene having a specific gravity < 0,94, in primary forms","QNTUNIT",kg
"Netherlands","Jan.-Dec. 2016","Linear polyethylene having a specific gravity < 0,94, in primary forms","PRODQNT",93227000
"Netherlands","Jan.-Dec. 2016","Polyethylene having a specific gravity < 0,94, in primary forms (excluding linear)","QNTUNIT",kg
"Netherlands","Jan.-Dec. 2016","Polyethylene having a specific gravity < 0,94, in primary forms (excluding linear)","PRODQNT",720011000
"Netherlands","Jan.-Dec. 2016","Polyethylene having a specific gravity of >= 0,94, in primary forms","QNTUNIT",kg
"Netherlands","Jan.-Dec. 2016","Polyethylene having a specific gravity of >= 0,94, in primary forms","PQNTFLAG",:C
"Netherlands","Jan.-Dec. 2016","Ethylene-vinyl acetate copolymers, in primary forms","QNTUNIT",kg
"Netherlands","Jan.-Dec. 2016","Ethylene-vinyl acetate copolymers, in primary forms","PQNTFLAG",:C
"Netherlands","Jan.-Dec. 2016","Polymers of ethylene, in primary forms (excluding polyethylene, ethylene-vinyl acetate copolymers)","QNTUNIT",kg
"Netherlands","Jan.-Dec. 2016","Polymers of ethylene, in primary forms (excluding polyethylene, ethylene-vinyl acetate copolymers)","PQNTFLAG",:C
"Netherlands","Jan.-Dec. 2016","Expansible polystyrene, in primary forms","QNTUNIT",kg
"Netherlands","Jan.-Dec. 2016","Expansible polystyrene, in primary forms","PRODQNT",103188000
"Netherlands","Jan.-Dec. 2016","Polystyrene, in primary forms (excluding expansible polystyrene)","QNTUNIT",kg
"Netherlands","Jan.-Dec. 2016","Polystyrene, in primary forms (excluding expansible polystyrene)","PQNTFLAG",:C
"Netherlands","Jan.-Dec. 2016","Styrene-acrylonitrile (SAN) copolymers, in primary forms","QNTUNIT",kg
"Netherlands","Jan.-Dec. 2016","Styrene-acrylonitrile (SAN) copolymers, in primary forms","PQNTFLAG",:U
"Netherlands","Jan.-Dec. 2016","Acrylonitrile-butadiene-styrene (ABS) copolymers, in primary forms","QNTUNIT",kg
"Netherlands","Jan.-Dec. 2016","Acrylonitrile-butadiene-styrene (ABS) copolymers, in primary forms","PQNTFLAG",:E
"Netherlands","Jan.-Dec. 2016","Acrylonitrile-butadiene-styrene (ABS) copolymers, in primary forms","PRODQNT",35637000
"Netherlands","Jan.-Dec. 2016","Polymers of styrene, in primary forms (excluding polystyrene, styrene-acrylonitrile (SAN) copolymers, acrylonitrile-butadiene-styrene (ABS) copolymers)","QNTUNIT",kg
"Netherlands","Jan.-Dec. 2016","Polymers of styrene, in primary forms (excluding polystyrene, styrene-acrylonitrile (SAN) copolymers, acrylonitrile-butadiene-styrene (ABS) copolymers)","PRODQNT",143864000
"Netherlands","Jan.-Dec. 2016","Polyvinyl chloride, not mixed with any other substances, in primary forms","QNTUNIT",kg
"Netherlands","Jan.-Dec. 2016","Polyvinyl chloride, not mixed with any other substances, in primary forms","PQNTFLAG",:C
"Netherlands","Jan.-Dec. 2016","Non-plasticised polyvinyl chloride mixed with any other substance, in primary forms","QNTUNIT",kg
"Netherlands","Jan.-Dec. 2016","Non-plasticised polyvinyl chloride mixed with any other substance, in primary forms","PQNTFLAG",:U
"Netherlands","Jan.-Dec. 2016","Plasticised polyvinyl chloride mixed with any other substance, in primary forms","QNTUNIT",kg
"Netherlands","Jan.-Dec. 2016","Plasticised polyvinyl chloride mixed with any other substance, in primary forms","PQNTFLAG",:C
"Netherlands","Jan.-Dec. 2016","Vinyl chloride-vinyl acetate copolymers and other vinyl chloride copolymers, in primary forms","QNTUNIT",kg
"Netherlands","Jan.-Dec. 2016","Vinyl chloride-vinyl acetate copolymers and other vinyl chloride copolymers, in primary forms","PQNTFLAG",:U
"Netherlands","Jan.-Dec. 2016","Polymers of halogenated olefins, in primary forms, n.e.c.","QNTUNIT",kg
"Netherlands","Jan.-Dec. 2016","Polymers of halogenated olefins, in primary forms, n.e.c.","PQNTFLAG",:C
"Netherlands","Jan.-Dec. 2016","Polyamide -6, -11, -12, -6,6, -6,9, -6,10 or -6,12, in primary forms","QNTUNIT",kg
"Netherlands","Jan.-Dec. 2016","Polyamide -6, -11, -12, -6,6, -6,9, -6,10 or -6,12, in primary forms","PRODQNT",171265000
"Netherlands","Jan.-Dec. 2016","Polyamides, in primary forms (excluding polyamide -6, -11, -12, -6,6, -6,9, -6,10 or -6,12)","QNTUNIT",kg
"Netherlands","Jan.-Dec. 2016","Polyamides, in primary forms (excluding polyamide -6, -11, -12, -6,6, -6,9, -6,10 or -6,12)","PQNTFLAG",:C
"Netherlands","Jan.-Dec. 2016","Polypropylene, in primary forms","QNTUNIT",kg
"Netherlands","Jan.-Dec. 2016","Polypropylene, in primary forms","PQNTFLAG",:C
"Netherlands","Jan.-Dec. 2016","Polymers of propylene or of other olefins, in primary forms (excluding polypropylene)","QNTUNIT",kg
"Netherlands","Jan.-Dec. 2016","Polymers of propylene or of other olefins, in primary forms (excluding polypropylene)","PRODQNT",199286000
"Netherlands","Jan.-Dec. 2017","Polyethylene terephthalate in primary forms having a viscosity number of >= 78 ml/g","QNTUNIT",kg
"Netherlands","Jan.-Dec. 2017","Polyethylene terephthalate in primary forms having a viscosity number of >= 78 ml/g","PQNTFLAG",:C
"Netherlands","Jan.-Dec. 2017","Other polyethylene terephthalate in primary forms","QNTUNIT",kg
"Netherlands","Jan.-Dec. 2017","Other polyethylene terephthalate in primary forms","PQNTFLAG",:C
"Netherlands","Jan.-Dec. 2017","Linear polyethylene having a specific gravity < 0,94, in primary forms","QNTUNIT",kg
"Netherlands","Jan.-Dec. 2017","Linear polyethylene having a specific gravity < 0,94, in primary forms","PRODQNT",102868000
"Netherlands","Jan.-Dec. 2017","Polyethylene having a specific gravity < 0,94, in primary forms (excluding linear)","QNTUNIT",kg
"Netherlands","Jan.-Dec. 2017","Polyethylene having a specific gravity < 0,94, in primary forms (excluding linear)","PQNTFLAG",:C
"Netherlands","Jan.-Dec. 2017","Polyethylene having a specific gravity of >= 0,94, in primary forms","QNTUNIT",kg
"Netherlands","Jan.-Dec. 2017","Polyethylene having a specific gravity of >= 0,94, in primary forms","PQNTFLAG",:C
"Netherlands","Jan.-Dec. 2017","Ethylene-vinyl acetate copolymers, in primary forms","QNTUNIT",kg
"Netherlands","Jan.-Dec. 2017","Ethylene-vinyl acetate copolymers, in primary forms","PQNTFLAG",:C
"Netherlands","Jan.-Dec. 2017","Polymers of ethylene, in primary forms (excluding polyethylene, ethylene-vinyl acetate copolymers)","QNTUNIT",kg
"Netherlands","Jan.-Dec. 2017","Polymers of ethylene, in primary forms (excluding polyethylene, ethylene-vinyl acetate copolymers)","PQNTFLAG",:C
"Netherlands","Jan.-Dec. 2017","Expansible polystyrene, in primary forms","QNTUNIT",kg
"Netherlands","Jan.-Dec. 2017","Expansible polystyrene, in primary forms","PRODQNT",110761000
"Netherlands","Jan.-Dec. 2017","Polystyrene, in primary forms (excluding expansible polystyrene)","QNTUNIT",kg
"Netherlands","Jan.-Dec. 2017","Polystyrene, in primary forms (excluding expansible polystyrene)","PQNTFLAG",:C
"Netherlands","Jan.-Dec. 2017","Styrene-acrylonitrile (SAN) copolymers, in primary forms","QNTUNIT",kg
"Netherlands","Jan.-Dec. 2017","Acrylonitrile-butadiene-styrene (ABS) copolymers, in primary forms","QNTUNIT",kg
"Netherlands","Jan.-Dec. 2017","Acrylonitrile-butadiene-styrene (ABS) copolymers, in primary forms","PQNTFLAG",:C
"Netherlands","Jan.-Dec. 2017","Polymers of styrene, in primary forms (excluding polystyrene, styrene-acrylonitrile (SAN) copolymers, acrylonitrile-butadiene-styrene (ABS) copolymers)","QNTUNIT",kg
"Netherlands","Jan.-Dec. 2017","Polymers of styrene, in primary forms (excluding polystyrene, styrene-acrylonitrile (SAN) copolymers, acrylonitrile-butadiene-styrene (ABS) copolymers)","PRODQNT",135491000
"Netherlands","Jan.-Dec. 2017","Polyvinyl chloride, not mixed with any other substances, in primary forms","QNTUNIT",kg
"Netherlands","Jan.-Dec. 2017","Polyvinyl chloride, not mixed with any other substances, in primary forms","PQNTFLAG",:C
"Netherlands","Jan.-Dec. 2017","Non-plasticised polyvinyl chloride mixed with any other substance, in primary forms","QNTUNIT",kg
"Netherlands","Jan.-Dec. 2017","Non-plasticised polyvinyl chloride mixed with any other substance, in primary forms","PQNTFLAG",:C
"Netherlands","Jan.-Dec. 2017","Plasticised polyvinyl chloride mixed with any other substance, in primary forms","QNTUNIT",kg
"Netherlands","Jan.-Dec. 2017","Plasticised polyvinyl chloride mixed with any other substance, in primary forms","PQNTFLAG",:C
"Netherlands","Jan.-Dec. 2017","Vinyl chloride-vinyl acetate copolymers and other vinyl chloride copolymers, in primary forms","QNTUNIT",kg
"Netherlands","Jan.-Dec. 2017","Polymers of halogenated olefins, in primary forms, n.e.c.","QNTUNIT",kg
"Netherlands","Jan.-Dec. 2017","Polymers of halogenated olefins, in primary forms, n.e.c.","PQNTFLAG",:C
"Netherlands","Jan.-Dec. 2017","Polyamide -6, -11, -12, -6,6, -6,9, -6,10 or -6,12, in primary forms","QNTUNIT",kg
"Netherlands","Jan.-Dec. 2017","Polyamide -6, -11, -12, -6,6, -6,9, -6,10 or -6,12, in primary forms","PRODQNT",182083000
"Netherlands","Jan.-Dec. 2017","Polyamides, in primary forms (excluding polyamide -6, -11, -12, -6,6, -6,9, -6,10 or -6,12)","QNTUNIT",kg
"Netherlands","Jan.-Dec. 2017","Polyamides, in primary forms (excluding polyamide -6, -11, -12, -6,6, -6,9, -6,10 or -6,12)","PRODQNT",30636000
"Netherlands","Jan.-Dec. 2017","Polypropylene, in primary forms","QNTUNIT",kg
"Netherlands","Jan.-Dec. 2017","Polypropylene, in primary forms","PQNTFLAG",:C
"Netherlands","Jan.-Dec. 2017","Polymers of propylene or of other olefins, in primary forms (excluding polypropylene)","QNTUNIT",kg
"Netherlands","Jan.-Dec. 2017","Polymers of propylene or of other olefins, in primary forms (excluding polypropylene)","PRODQNT",233466000
"Netherlands","Jan.-Dec. 2018","Polyethylene terephthalate in primary forms having a viscosity number of >= 78 ml/g","QNTUNIT",kg
"Netherlands","Jan.-Dec. 2018","Polyethylene terephthalate in primary forms having a viscosity number of >= 78 ml/g","PQNTFLAG",:C
"Netherlands","Jan.-Dec. 2018","Other polyethylene terephthalate in primary forms","QNTUNIT",kg
"Netherlands","Jan.-Dec. 2018","Other polyethylene terephthalate in primary forms","PQNTFLAG",:C
"Netherlands","Jan.-Dec. 2018","Linear polyethylene having a specific gravity < 0,94, in primary forms","QNTUNIT",kg
"Netherlands","Jan.-Dec. 2018","Linear polyethylene having a specific gravity < 0,94, in primary forms","PQNTFLAG",:E
"Netherlands","Jan.-Dec. 2018","Linear polyethylene having a specific gravity < 0,94, in primary forms","PRODQNT",93448000
"Netherlands","Jan.-Dec. 2018","Polyethylene having a specific gravity < 0,94, in primary forms (excluding linear)","QNTUNIT",kg
"Netherlands","Jan.-Dec. 2018","Polyethylene having a specific gravity < 0,94, in primary forms (excluding linear)","PRODQNT",738802000
"Netherlands","Jan.-Dec. 2018","Polyethylene having a specific gravity of >= 0,94, in primary forms","QNTUNIT",kg
"Netherlands","Jan.-Dec. 2018","Polyethylene having a specific gravity of >= 0,94, in primary forms","PQNTFLAG",:C
"Netherlands","Jan.-Dec. 2018","Ethylene-vinyl acetate copolymers, in primary forms","QNTUNIT",kg
"Netherlands","Jan.-Dec. 2018","Ethylene-vinyl acetate copolymers, in primary forms","PRODQNT",0
"Netherlands","Jan.-Dec. 2018","Polymers of ethylene, in primary forms (excluding polyethylene, ethylene-vinyl acetate copolymers)","QNTUNIT",kg
"Netherlands","Jan.-Dec. 2018","Polymers of ethylene, in primary forms (excluding polyethylene, ethylene-vinyl acetate copolymers)","PQNTFLAG",:C
"Netherlands","Jan.-Dec. 2018","Expansible polystyrene, in primary forms","QNTUNIT",kg
"Netherlands","Jan.-Dec. 2018","Expansible polystyrene, in primary forms","PRODQNT",116191000
"Netherlands","Jan.-Dec. 2018","Polystyrene, in primary forms (excluding expansible polystyrene)","QNTUNIT",kg
"Netherlands","Jan.-Dec. 2018","Polystyrene, in primary forms (excluding expansible polystyrene)","PQNTFLAG",:C
"Netherlands","Jan.-Dec. 2018","Styrene-acrylonitrile (SAN) copolymers, in primary forms","QNTUNIT",kg
"Netherlands","Jan.-Dec. 2018","Styrene-acrylonitrile (SAN) copolymers, in primary forms","PRODQNT",0
"Netherlands","Jan.-Dec. 2018","Acrylonitrile-butadiene-styrene (ABS) copolymers, in primary forms","QNTUNIT",kg
"Netherlands","Jan.-Dec. 2018","Acrylonitrile-butadiene-styrene (ABS) copolymers, in primary forms","PQNTFLAG",:C
"Netherlands","Jan.-Dec. 2018","Polymers of styrene, in primary forms (excluding polystyrene, styrene-acrylonitrile (SAN) copolymers, acrylonitrile-butadiene-styrene (ABS) copolymers)","QNTUNIT",kg
"Netherlands","Jan.-Dec. 2018","Polymers of styrene, in primary forms (excluding polystyrene, styrene-acrylonitrile (SAN) copolymers, acrylonitrile-butadiene-styrene (ABS) copolymers)","PRODQNT",115674000
"Netherlands","Jan.-Dec. 2018","Polyvinyl chloride, not mixed with any other substances, in primary forms","QNTUNIT",kg
"Netherlands","Jan.-Dec. 2018","Polyvinyl chloride, not mixed with any other substances, in primary forms","PQNTFLAG",:C
"Netherlands","Jan.-Dec. 2018","Non-plasticised polyvinyl chloride mixed with any other substance, in primary forms","QNTUNIT",kg
"Netherlands","Jan.-Dec. 2018","Non-plasticised polyvinyl chloride mixed with any other substance, in primary forms","PQNTFLAG",:C
"Netherlands","Jan.-Dec. 2018","Plasticised polyvinyl chloride mixed with any other substance, in primary forms","QNTUNIT",kg
"Netherlands","Jan.-Dec. 2018","Plasticised polyvinyl chloride mixed with any other substance, in primary forms","PQNTFLAG",:C
"Netherlands","Jan.-Dec. 2018","Vinyl chloride-vinyl acetate copolymers and other vinyl chloride copolymers, in primary forms","QNTUNIT",kg
"Netherlands","Jan.-Dec. 2018","Vinyl chloride-vinyl acetate copolymers and other vinyl chloride copolymers, in primary forms","PRODQNT",0
"Netherlands","Jan.-Dec. 2018","Polymers of halogenated olefins, in primary forms, n.e.c.","QNTUNIT",kg
"Netherlands","Jan.-Dec. 2018","Polymers of halogenated olefins, in primary forms, n.e.c.","PQNTFLAG",:C
"Netherlands","Jan.-Dec. 2018","Polyamide -6, -11, -12, -6,6, -6,9, -6,10 or -6,12, in primary forms","QNTUNIT",kg
"Netherlands","Jan.-Dec. 2018","Polyamide -6, -11, -12, -6,6, -6,9, -6,10 or -6,12, in primary forms","PRODQNT",182374000
"Netherlands","Jan.-Dec. 2018","Polyamides, in primary forms (excluding polyamide -6, -11, -12, -6,6, -6,9, -6,10 or -6,12)","QNTUNIT",kg
"Netherlands","Jan.-Dec. 2018","Polyamides, in primary forms (excluding polyamide -6, -11, -12, -6,6, -6,9, -6,10 or -6,12)","PRODQNT",19912000
"Netherlands","Jan.-Dec. 2018","Polypropylene, in primary forms","QNTUNIT",kg
"Netherlands","Jan.-Dec. 2018","Polypropylene, in primary forms","PRODQNT",1106692000
"Netherlands","Jan.-Dec. 2018","Polymers of propylene or of other olefins, in primary forms (excluding polypropylene)","QNTUNIT",kg
"Netherlands","Jan.-Dec. 2018","Polymers of propylene or of other olefins, in primary forms (excluding polypropylene)","PRODQNT",226284000
"Netherlands","Jan.-Dec. 2019","Polyethylene terephthalate in primary forms having a viscosity number of >= 78 ml/g","QNTUNIT",kg
"Netherlands","Jan.-Dec. 2019","Polyethylene terephthalate in primary forms having a viscosity number of >= 78 ml/g","PQNTFLAG",:C
"Netherlands","Jan.-Dec. 2019","Other polyethylene terephthalate in primary forms","QNTUNIT",kg
"Netherlands","Jan.-Dec. 2019","Other polyethylene terephthalate in primary forms","PQNTFLAG",:C
"Netherlands","Jan.-Dec. 2019","Linear polyethylene having a specific gravity < 0,94, in primary forms","QNTUNIT",kg
"Netherlands","Jan.-Dec. 2019","Linear polyethylene having a specific gravity < 0,94, in primary forms","PQNTFLAG",:C
"Netherlands","Jan.-Dec. 2019","Polyethylene having a specific gravity < 0,94, in primary forms (excluding linear)","QNTUNIT",kg
"Netherlands","Jan.-Dec. 2019","Polyethylene having a specific gravity < 0,94, in primary forms (excluding linear)","PRODQNT",635591000
"Netherlands","Jan.-Dec. 2019","Polyethylene having a specific gravity of >= 0,94, in primary forms","QNTUNIT",kg
"Netherlands","Jan.-Dec. 2019","Polyethylene having a specific gravity of >= 0,94, in primary forms","PRODQNT",267336000
"Netherlands","Jan.-Dec. 2019","Ethylene-vinyl acetate copolymers, in primary forms","QNTUNIT",kg
"Netherlands","Jan.-Dec. 2019","Ethylene-vinyl acetate copolymers, in primary forms","PRODQNT",0
"Netherlands","Jan.-Dec. 2019","Polymers of ethylene, in primary forms (excluding polyethylene, ethylene-vinyl acetate copolymers)","QNTUNIT",kg
"Netherlands","Jan.-Dec. 2019","Polymers of ethylene, in primary forms (excluding polyethylene, ethylene-vinyl acetate copolymers)","PQNTFLAG",:C
"Netherlands","Jan.-Dec. 2019","Expansible polystyrene, in primary forms","QNTUNIT",kg
"Netherlands","Jan.-Dec. 2019","Expansible polystyrene, in primary forms","PRODQNT",306250000
"Netherlands","Jan.-Dec. 2019","Polystyrene, in primary forms (excluding expansible polystyrene)","QNTUNIT",kg
"Netherlands","Jan.-Dec. 2019","Polystyrene, in primary forms (excluding expansible polystyrene)","PQNTFLAG",:C
"Netherlands","Jan.-Dec. 2019","Styrene-acrylonitrile (SAN) copolymers, in primary forms","QNTUNIT",kg
"Netherlands","Jan.-Dec. 2019","Styrene-acrylonitrile (SAN) copolymers, in primary forms","PQNTFLAG",:C
"Netherlands","Jan.-Dec. 2019","Acrylonitrile-butadiene-styrene (ABS) copolymers, in primary forms","QNTUNIT",kg
"Netherlands","Jan.-Dec. 2019","Acrylonitrile-butadiene-styrene (ABS) copolymers, in primary forms","PQNTFLAG",:C
"Netherlands","Jan.-Dec. 2019","Polymers of styrene, in primary forms (excluding polystyrene, styrene-acrylonitrile (SAN) copolymers, acrylonitrile-butadiene-styrene (ABS) copolymers)","QNTUNIT",kg
"Netherlands","Jan.-Dec. 2019","Polymers of styrene, in primary forms (excluding polystyrene, styrene-acrylonitrile (SAN) copolymers, acrylonitrile-butadiene-styrene (ABS) copolymers)","PRODQNT",101569000
"Netherlands","Jan.-Dec. 2019","Polyvinyl chloride, not mixed with any other substances, in primary forms","QNTUNIT",kg
"Netherlands","Jan.-Dec. 2019","Polyvinyl chloride, not mixed with any other substances, in primary forms","PQNTFLAG",:C
"Netherlands","Jan.-Dec. 2019","Non-plasticised polyvinyl chloride mixed with any other substance, in primary forms","QNTUNIT",kg
"Netherlands","Jan.-Dec. 2019","Non-plasticised polyvinyl chloride mixed with any other substance, in primary forms","PQNTFLAG",:C
"Netherlands","Jan.-Dec. 2019","Plasticised polyvinyl chloride mixed with any other substance, in primary forms","QNTUNIT",kg
"Netherlands","Jan.-Dec. 2019","Plasticised polyvinyl chloride mixed with any other substance, in primary forms","PQNTFLAG",:C
"Netherlands","Jan.-Dec. 2019","Vinyl chloride-vinyl acetate copolymers and other vinyl chloride copolymers, in primary forms","QNTUNIT",kg
"Netherlands","Jan.-Dec. 2019","Vinyl chloride-vinyl acetate copolymers and other vinyl chloride copolymers, in primary forms","PRODQNT",0
"Netherlands","Jan.-Dec. 2019","Polymers of halogenated olefins, in primary forms, n.e.c.","QNTUNIT",kg
"Netherlands","Jan.-Dec. 2019","Polymers of halogenated olefins, in primary forms, n.e.c.","PQNTFLAG",:C
"Netherlands","Jan.-Dec. 2019","Polyamide -6, -11, -12, -6,6, -6,9, -6,10 or -6,12, in primary forms","QNTUNIT",kg
"Netherlands","Jan.-Dec. 2019","Polyamide -6, -11, -12, -6,6, -6,9, -6,10 or -6,12, in primary forms","PRODQNT",155301000
"Netherlands","Jan.-Dec. 2019","Polyamides, in primary forms (excluding polyamide -6, -11, -12, -6,6, -6,9, -6,10 or -6,12)","QNTUNIT",kg
"Netherlands","Jan.-Dec. 2019","Polyamides, in primary forms (excluding polyamide -6, -11, -12, -6,6, -6,9, -6,10 or -6,12)","PQNTFLAG",:C
"Netherlands","Jan.-Dec. 2019","Polypropylene, in primary forms","QNTUNIT",kg
"Netherlands","Jan.-Dec. 2019","Polypropylene, in primary forms","PRODQNT",945011000
"Netherlands","Jan.-Dec. 2019","Polymers of propylene or of other olefins, in primary forms (excluding polypropylene)","QNTUNIT",kg
"Netherlands","Jan.-Dec. 2019","Polymers of propylene or of other olefins, in primary forms (excluding polypropylene)","PRODQNT",204908000
"Netherlands","Jan.-Dec. 2020","Polyethylene terephthalate in primary forms having a viscosity number of >= 78 ml/g","QNTUNIT",kg
"Netherlands","Jan.-Dec. 2020","Polyethylene terephthalate in primary forms having a viscosity number of >= 78 ml/g","PQNTFLAG",:C
"Netherlands","Jan.-Dec. 2020","Other polyethylene terephthalate in primary forms","QNTUNIT",kg
"Netherlands","Jan.-Dec. 2020","Other polyethylene terephthalate in primary forms","PQNTFLAG",:C
"Netherlands","Jan.-Dec. 2020","Linear polyethylene having a specific gravity < 0,94, in primary forms","QNTUNIT",kg
"Netherlands","Jan.-Dec. 2020","Linear polyethylene having a specific gravity < 0,94, in primary forms","PRODQNT",125813000
"Netherlands","Jan.-Dec. 2020","Polyethylene having a specific gravity < 0,94, in primary forms (excluding linear)","QNTUNIT",kg
"Netherlands","Jan.-Dec. 2020","Polyethylene having a specific gravity < 0,94, in primary forms (excluding linear)","PRODQNT",686627000
"Netherlands","Jan.-Dec. 2020","Polyethylene having a specific gravity of >= 0,94, in primary forms","QNTUNIT",kg
"Netherlands","Jan.-Dec. 2020","Polyethylene having a specific gravity of >= 0,94, in primary forms","PRODQNT",318043000
"Netherlands","Jan.-Dec. 2020","Ethylene-vinyl acetate copolymers, in primary forms","QNTUNIT",kg
"Netherlands","Jan.-Dec. 2020","Ethylene-vinyl acetate copolymers, in primary forms","PQNTFLAG",:C
"Netherlands","Jan.-Dec. 2020","Polymers of ethylene, in primary forms (excluding polyethylene, ethylene-vinyl acetate copolymers)","QNTUNIT",kg
"Netherlands","Jan.-Dec. 2020","Polymers of ethylene, in primary forms (excluding polyethylene, ethylene-vinyl acetate copolymers)","PQNTFLAG",:C
"Netherlands","Jan.-Dec. 2020","Expansible polystyrene, in primary forms","QNTUNIT",kg
"Netherlands","Jan.-Dec. 2020","Expansible polystyrene, in primary forms","PRODQNT",316397000
"Netherlands","Jan.-Dec. 2020","Polystyrene, in primary forms (excluding expansible polystyrene)","QNTUNIT",kg
"Netherlands","Jan.-Dec. 2020","Polystyrene, in primary forms (excluding expansible polystyrene)","PQNTFLAG",:C
"Netherlands","Jan.-Dec. 2020","Styrene-acrylonitrile (SAN) copolymers, in primary forms","QNTUNIT",kg
"Netherlands","Jan.-Dec. 2020","Styrene-acrylonitrile (SAN) copolymers, in primary forms","PQNTFLAG",:C
"Netherlands","Jan.-Dec. 2020","Acrylonitrile-butadiene-styrene (ABS) copolymers, in primary forms","QNTUNIT",kg
"Netherlands","Jan.-Dec. 2020","Acrylonitrile-butadiene-styrene (ABS) copolymers, in primary forms","PQNTFLAG",:C
"Netherlands","Jan.-Dec. 2020","Polymers of styrene, in primary forms (excluding polystyrene, styrene-acrylonitrile (SAN) copolymers, acrylonitrile-butadiene-styrene (ABS) copolymers)","QNTUNIT",kg
"Netherlands","Jan.-Dec. 2020","Polymers of styrene, in primary forms (excluding polystyrene, styrene-acrylonitrile (SAN) copolymers, acrylonitrile-butadiene-styrene (ABS) copolymers)","PRODQNT",114274000
"Netherlands","Jan.-Dec. 2020","Polyvinyl chloride, not mixed with any other substances, in primary forms","QNTUNIT",kg
"Netherlands","Jan.-Dec. 2020","Polyvinyl chloride, not mixed with any other substances, in primary forms","PQNTFLAG",:C
"Netherlands","Jan.-Dec. 2020","Non-plasticised polyvinyl chloride mixed with any other substance, in primary forms","QNTUNIT",kg
"Netherlands","Jan.-Dec. 2020","Non-plasticised polyvinyl chloride mixed with any other substance, in primary forms","PQNTFLAG",:C
"Netherlands","Jan.-Dec. 2020","Plasticised polyvinyl chloride mixed with any other substance, in primary forms","QNTUNIT",kg
"Netherlands","Jan.-Dec. 2020","Plasticised polyvinyl chloride mixed with any other substance, in primary forms","PQNTFLAG",:C
"Netherlands","Jan.-Dec. 2020","Vinyl chloride-vinyl acetate copolymers and other vinyl chloride copolymers, in primary forms","QNTUNIT",kg
"Netherlands","Jan.-Dec. 2020","Vinyl chloride-vinyl acetate copolymers and other vinyl chloride copolymers, in primary forms","PRODQNT",0
"Netherlands","Jan.-Dec. 2020","Polymers of halogenated olefins, in primary forms, n.e.c.","QNTUNIT",kg
