DECL_LAB,PERIOD_LAB,PRCCODE_LAB,INDICATORS_LAB,INDICATOR_VALUE
"France","Jan.-Dec. 2010","Polyethylene terephthalate in primary forms having a viscosity number of >= 78 ml/g","QNTUNIT",kg
"France","Jan.-Dec. 2010","Polyethylene terephthalate in primary forms having a viscosity number of >= 78 ml/g","PQNTFLAG",:C
"France","Jan.-Dec. 2010","Other polyethylene terephthalate in primary forms","QNTUNIT",kg
"France","Jan.-Dec. 2010","Other polyethylene terephthalate in primary forms","PQNTFLAG",:C
"France","Jan.-Dec. 2010","Linear polyethylene having a specific gravity < 0,94, in primary forms","QNTUNIT",kg
"France","Jan.-Dec. 2010","Linear polyethylene having a specific gravity < 0,94, in primary forms","PRODQNT",504673919
"France","Jan.-Dec. 2010","Polyethylene having a specific gravity < 0,94, in primary forms (excluding linear)","QNTUNIT",kg
"France","Jan.-Dec. 2010","Polyethylene having a specific gravity < 0,94, in primary forms (excluding linear)","PRODQNT",664823870
"France","Jan.-Dec. 2010","Polyethylene having a specific gravity of >= 0,94, in primary forms","QNTUNIT",kg
"France","Jan.-Dec. 2010","Polyethylene having a specific gravity of >= 0,94, in primary forms","PRODQNT",468966674
"France","Jan.-Dec. 2010","Ethylene-vinyl acetate copolymers, in primary forms","QNTUNIT",kg
"France","Jan.-Dec. 2010","Ethylene-vinyl acetate copolymers, in primary forms","PQNTFLAG",:C
"France","Jan.-Dec. 2010","Polymers of ethylene, in primary forms (excluding polyethylene, ethylene-vinyl acetate copolymers)","QNTUNIT",kg
"France","Jan.-Dec. 2010","Polymers of ethylene, in primary forms (excluding polyethylene, ethylene-vinyl acetate copolymers)","PRODQNT",25391000
"France","Jan.-Dec. 2010","Expansible polystyrene, in primary forms","QNTUNIT",kg
"France","Jan.-Dec. 2010","Expansible polystyrene, in primary forms","PRODQNT",141911643
"France","Jan.-Dec. 2010","Polystyrene, in primary forms (excluding expansible polystyrene)","QNTUNIT",kg
"France","Jan.-Dec. 2010","Polystyrene, in primary forms (excluding expansible polystyrene)","PRODQNT",518982386
"France","Jan.-Dec. 2010","Styrene-acrylonitrile (SAN) copolymers, in primary forms","QNTUNIT",kg
"France","Jan.-Dec. 2010","Styrene-acrylonitrile (SAN) copolymers, in primary forms","PQNTFLAG",:U
"France","Jan.-Dec. 2010","Acrylonitrile-butadiene-styrene (ABS) copolymers, in primary forms","QNTUNIT",kg
"France","Jan.-Dec. 2010","Acrylonitrile-butadiene-styrene (ABS) copolymers, in primary forms","PQNTFLAG",:C
"France","Jan.-Dec. 2010","Polymers of styrene, in primary forms (excluding polystyrene, styrene-acrylonitrile (SAN) copolymers, acrylonitrile-butadiene-styrene (ABS) copolymers)","QNTUNIT",kg
"France","Jan.-Dec. 2010","Polymers of styrene, in primary forms (excluding polystyrene, styrene-acrylonitrile (SAN) copolymers, acrylonitrile-butadiene-styrene (ABS) copolymers)","PRODQNT",10560000
"France","Jan.-Dec. 2010","Polyvinyl chloride, not mixed with any other substances, in primary forms","QNTUNIT",kg
"France","Jan.-Dec. 2010","Polyvinyl chloride, not mixed with any other substances, in primary forms","PRODQNT",1562775434
"France","Jan.-Dec. 2010","Non-plasticised polyvinyl chloride mixed with any other substance, in primary forms","QNTUNIT",kg
"France","Jan.-Dec. 2010","Non-plasticised polyvinyl chloride mixed with any other substance, in primary forms","PRODQNT",80928974
"France","Jan.-Dec. 2010","Plasticised polyvinyl chloride mixed with any other substance, in primary forms","QNTUNIT",kg
"France","Jan.-Dec. 2010","Plasticised polyvinyl chloride mixed with any other substance, in primary forms","PRODQNT",250411247
"France","Jan.-Dec. 2010","Vinyl chloride-vinyl acetate copolymers and other vinyl chloride copolymers, in primary forms","QNTUNIT",kg
"France","Jan.-Dec. 2010","Vinyl chloride-vinyl acetate copolymers and other vinyl chloride copolymers, in primary forms","PQNTFLAG",:C
"France","Jan.-Dec. 2010","Polymers of halogenated olefins, in primary forms, n.e.c.","QNTUNIT",kg
"France","Jan.-Dec. 2010","Polymers of halogenated olefins, in primary forms, n.e.c.","PQNTFLAG",:C
"France","Jan.-Dec. 2010","Polyamide -6, -11, -12, -6,6, -6,9, -6,10 or -6,12, in primary forms","QNTUNIT",kg
"France","Jan.-Dec. 2010","Polyamide -6, -11, -12, -6,6, -6,9, -6,10 or -6,12, in primary forms","PRODQNT",94743285
"France","Jan.-Dec. 2010","Polyamides, in primary forms (excluding polyamide -6, -11, -12, -6,6, -6,9, -6,10 or -6,12)","QNTUNIT",kg
"France","Jan.-Dec. 2010","Polyamides, in primary forms (excluding polyamide -6, -11, -12, -6,6, -6,9, -6,10 or -6,12)","PRODQNT",17240000
"France","Jan.-Dec. 2010","Polypropylene, in primary forms","QNTUNIT",kg
"France","Jan.-Dec. 2010","Polypropylene, in primary forms","PRODQNT",1347097954
"France","Jan.-Dec. 2010","Polymers of propylene or of other olefins, in primary forms (excluding polypropylene)","QNTUNIT",kg
"France","Jan.-Dec. 2010","Polymers of propylene or of other olefins, in primary forms (excluding polypropylene)","PQNTFLAG",:C
"France","Jan.-Dec. 2011","Polyethylene terephthalate in primary forms having a viscosity number of >= 78 ml/g","QNTUNIT",kg
"France","Jan.-Dec. 2011","Polyethylene terephthalate in primary forms having a viscosity number of >= 78 ml/g","PQNTFLAG",:C
"France","Jan.-Dec. 2011","Other polyethylene terephthalate in primary forms","QNTUNIT",kg
"France","Jan.-Dec. 2011","Other polyethylene terephthalate in primary forms","PQNTFLAG",:C
"France","Jan.-Dec. 2011","Linear polyethylene having a specific gravity < 0,94, in primary forms","QNTUNIT",kg
"France","Jan.-Dec. 2011","Linear polyethylene having a specific gravity < 0,94, in primary forms","PRODQNT",517035242
"France","Jan.-Dec. 2011","Polyethylene having a specific gravity < 0,94, in primary forms (excluding linear)","QNTUNIT",kg
"France","Jan.-Dec. 2011","Polyethylene having a specific gravity < 0,94, in primary forms (excluding linear)","PRODQNT",510938240
"France","Jan.-Dec. 2011","Polyethylene having a specific gravity of >= 0,94, in primary forms","QNTUNIT",kg
"France","Jan.-Dec. 2011","Polyethylene having a specific gravity of >= 0,94, in primary forms","PRODQNT",365872617
"France","Jan.-Dec. 2011","Ethylene-vinyl acetate copolymers, in primary forms","QNTUNIT",kg
"France","Jan.-Dec. 2011","Ethylene-vinyl acetate copolymers, in primary forms","PQNTFLAG",:C
"France","Jan.-Dec. 2011","Polymers of ethylene, in primary forms (excluding polyethylene, ethylene-vinyl acetate copolymers)","QNTUNIT",kg
"France","Jan.-Dec. 2011","Polymers of ethylene, in primary forms (excluding polyethylene, ethylene-vinyl acetate copolymers)","PQNTFLAG",:C
"France","Jan.-Dec. 2011","Expansible polystyrene, in primary forms","QNTUNIT",kg
"France","Jan.-Dec. 2011","Expansible polystyrene, in primary forms","PRODQNT",109598183
"France","Jan.-Dec. 2011","Polystyrene, in primary forms (excluding expansible polystyrene)","QNTUNIT",kg
"France","Jan.-Dec. 2011","Polystyrene, in primary forms (excluding expansible polystyrene)","PRODQNT",529402075
"France","Jan.-Dec. 2011","Styrene-acrylonitrile (SAN) copolymers, in primary forms","QNTUNIT",kg
"France","Jan.-Dec. 2011","Styrene-acrylonitrile (SAN) copolymers, in primary forms","PQNTFLAG",:C
"France","Jan.-Dec. 2011","Acrylonitrile-butadiene-styrene (ABS) copolymers, in primary forms","QNTUNIT",kg
"France","Jan.-Dec. 2011","Acrylonitrile-butadiene-styrene (ABS) copolymers, in primary forms","PQNTFLAG",:C
"France","Jan.-Dec. 2011","Polymers of styrene, in primary forms (excluding polystyrene, styrene-acrylonitrile (SAN) copolymers, acrylonitrile-butadiene-styrene (ABS) copolymers)","QNTUNIT",kg
"France","Jan.-Dec. 2011","Polymers of styrene, in primary forms (excluding polystyrene, styrene-acrylonitrile (SAN) copolymers, acrylonitrile-butadiene-styrene (ABS) copolymers)","PRODQNT",7864646
"France","Jan.-Dec. 2011","Polyvinyl chloride, not mixed with any other substances, in primary forms","QNTUNIT",kg
"France","Jan.-Dec. 2011","Polyvinyl chloride, not mixed with any other substances, in primary forms","PRODQNT",1166026695
"France","Jan.-Dec. 2011","Non-plasticised polyvinyl chloride mixed with any other substance, in primary forms","QNTUNIT",kg
"France","Jan.-Dec. 2011","Non-plasticised polyvinyl chloride mixed with any other substance, in primary forms","PQNTFLAG",:C
"France","Jan.-Dec. 2011","Plasticised polyvinyl chloride mixed with any other substance, in primary forms","QNTUNIT",kg
"France","Jan.-Dec. 2011","Plasticised polyvinyl chloride mixed with any other substance, in primary forms","PRODQNT",227283055
"France","Jan.-Dec. 2011","Vinyl chloride-vinyl acetate copolymers and other vinyl chloride copolymers, in primary forms","QNTUNIT",kg
"France","Jan.-Dec. 2011","Vinyl chloride-vinyl acetate copolymers and other vinyl chloride copolymers, in primary forms","PQNTFLAG",:C
"France","Jan.-Dec. 2011","Polymers of halogenated olefins, in primary forms, n.e.c.","QNTUNIT",kg
"France","Jan.-Dec. 2011","Polymers of halogenated olefins, in primary forms, n.e.c.","PQNTFLAG",:C
"France","Jan.-Dec. 2011","Polyamide -6, -11, -12, -6,6, -6,9, -6,10 or -6,12, in primary forms","QNTUNIT",kg
"France","Jan.-Dec. 2011","Polyamide -6, -11, -12, -6,6, -6,9, -6,10 or -6,12, in primary forms","PRODQNT",156959215
"France","Jan.-Dec. 2011","Polyamides, in primary forms (excluding polyamide -6, -11, -12, -6,6, -6,9, -6,10 or -6,12)","QNTUNIT",kg
"France","Jan.-Dec. 2011","Polyamides, in primary forms (excluding polyamide -6, -11, -12, -6,6, -6,9, -6,10 or -6,12)","PRODQNT",14345000
"France","Jan.-Dec. 2011","Polypropylene, in primary forms","QNTUNIT",kg
"France","Jan.-Dec. 2011","Polypropylene, in primary forms","PRODQNT",1331249158
"France","Jan.-Dec. 2011","Polymers of propylene or of other olefins, in primary forms (excluding polypropylene)","QNTUNIT",kg
"France","Jan.-Dec. 2011","Polymers of propylene or of other olefins, in primary forms (excluding polypropylene)","PRODQNT",9284428
"France","Jan.-Dec. 2012","Polyethylene terephthalate in primary forms having a viscosity number of >= 78 ml/g","QNTUNIT",kg
"France","Jan.-Dec. 2012","Polyethylene terephthalate in primary forms having a viscosity number of >= 78 ml/g","PQNTFLAG",:U
"France","Jan.-Dec. 2012","Other polyethylene terephthalate in primary forms","QNTUNIT",kg
"France","Jan.-Dec. 2012","Other polyethylene terephthalate in primary forms","PRODQNT",0
"France","Jan.-Dec. 2012","Linear polyethylene having a specific gravity < 0,94, in primary forms","QNTUNIT",kg
"France","Jan.-Dec. 2012","Linear polyethylene having a specific gravity < 0,94, in primary forms","PRODQNT",845264725
"France","Jan.-Dec. 2012","Polyethylene having a specific gravity < 0,94, in primary forms (excluding linear)","QNTUNIT",kg
"France","Jan.-Dec. 2012","Polyethylene having a specific gravity < 0,94, in primary forms (excluding linear)","PRODQNT",677052369
"France","Jan.-Dec. 2012","Polyethylene having a specific gravity of >= 0,94, in primary forms","QNTUNIT",kg
"France","Jan.-Dec. 2012","Polyethylene having a specific gravity of >= 0,94, in primary forms","PRODQNT",184515498
"France","Jan.-Dec. 2012","Ethylene-vinyl acetate copolymers, in primary forms","QNTUNIT",kg
"France","Jan.-Dec. 2012","Ethylene-vinyl acetate copolymers, in primary forms","PQNTFLAG",:C
"France","Jan.-Dec. 2012","Polymers of ethylene, in primary forms (excluding polyethylene, ethylene-vinyl acetate copolymers)","QNTUNIT",kg
"France","Jan.-Dec. 2012","Polymers of ethylene, in primary forms (excluding polyethylene, ethylene-vinyl acetate copolymers)","PRODQNT",32387258
"France","Jan.-Dec. 2012","Expansible polystyrene, in primary forms","QNTUNIT",kg
"France","Jan.-Dec. 2012","Expansible polystyrene, in primary forms","PRODQNT",139532085
"France","Jan.-Dec. 2012","Polystyrene, in primary forms (excluding expansible polystyrene)","QNTUNIT",kg
"France","Jan.-Dec. 2012","Polystyrene, in primary forms (excluding expansible polystyrene)","PRODQNT",441129662
"France","Jan.-Dec. 2012","Styrene-acrylonitrile (SAN) copolymers, in primary forms","QNTUNIT",kg
"France","Jan.-Dec. 2012","Styrene-acrylonitrile (SAN) copolymers, in primary forms","PRODQNT",1064722
"France","Jan.-Dec. 2012","Acrylonitrile-butadiene-styrene (ABS) copolymers, in primary forms","QNTUNIT",kg
"France","Jan.-Dec. 2012","Acrylonitrile-butadiene-styrene (ABS) copolymers, in primary forms","PRODQNT",716196
"France","Jan.-Dec. 2012","Polymers of styrene, in primary forms (excluding polystyrene, styrene-acrylonitrile (SAN) copolymers, acrylonitrile-butadiene-styrene (ABS) copolymers)","QNTUNIT",kg
"France","Jan.-Dec. 2012","Polymers of styrene, in primary forms (excluding polystyrene, styrene-acrylonitrile (SAN) copolymers, acrylonitrile-butadiene-styrene (ABS) copolymers)","PQNTFLAG",:C
"France","Jan.-Dec. 2012","Polyvinyl chloride, not mixed with any other substances, in primary forms","QNTUNIT",kg
"France","Jan.-Dec. 2012","Polyvinyl chloride, not mixed with any other substances, in primary forms","PRODQNT",860789762
"France","Jan.-Dec. 2012","Non-plasticised polyvinyl chloride mixed with any other substance, in primary forms","QNTUNIT",kg
"France","Jan.-Dec. 2012","Non-plasticised polyvinyl chloride mixed with any other substance, in primary forms","PQNTFLAG",:C
"France","Jan.-Dec. 2012","Plasticised polyvinyl chloride mixed with any other substance, in primary forms","QNTUNIT",kg
"France","Jan.-Dec. 2012","Plasticised polyvinyl chloride mixed with any other substance, in primary forms","PRODQNT",126336210
"France","Jan.-Dec. 2012","Vinyl chloride-vinyl acetate copolymers and other vinyl chloride copolymers, in primary forms","QNTUNIT",kg
"France","Jan.-Dec. 2012","Vinyl chloride-vinyl acetate copolymers and other vinyl chloride copolymers, in primary forms","PQNTFLAG",:C
"France","Jan.-Dec. 2012","Polymers of halogenated olefins, in primary forms, n.e.c.","QNTUNIT",kg
"France","Jan.-Dec. 2012","Polymers of halogenated olefins, in primary forms, n.e.c.","PQNTFLAG",:C
"France","Jan.-Dec. 2012","Polyamide -6, -11, -12, -6,6, -6,9, -6,10 or -6,12, in primary forms","QNTUNIT",kg
"France","Jan.-Dec. 2012","Polyamide -6, -11, -12, -6,6, -6,9, -6,10 or -6,12, in primary forms","PRODQNT",166906456
"France","Jan.-Dec. 2012","Polyamides, in primary forms (excluding polyamide -6, -11, -12, -6,6, -6,9, -6,10 or -6,12)","QNTUNIT",kg
"France","Jan.-Dec. 2012","Polyamides, in primary forms (excluding polyamide -6, -11, -12, -6,6, -6,9, -6,10 or -6,12)","PRODQNT",7927000
"France","Jan.-Dec. 2012","Polypropylene, in primary forms","QNTUNIT",kg
"France","Jan.-Dec. 2012","Polypropylene, in primary forms","PRODQNT",1514349827
"France","Jan.-Dec. 2012","Polymers of propylene or of other olefins, in primary forms (excluding polypropylene)","QNTUNIT",kg
"France","Jan.-Dec. 2012","Polymers of propylene or of other olefins, in primary forms (excluding polypropylene)","PRODQNT",27643190
"France","Jan.-Dec. 2013","Polyethylene terephthalate in primary forms having a viscosity number of >= 78 ml/g","QNTUNIT",kg
"France","Jan.-Dec. 2013","Polyethylene terephthalate in primary forms having a viscosity number of >= 78 ml/g","PQNTFLAG",:U
"France","Jan.-Dec. 2013","Other polyethylene terephthalate in primary forms","QNTUNIT",kg
"France","Jan.-Dec. 2013","Other polyethylene terephthalate in primary forms","PRODQNT",0
"France","Jan.-Dec. 2013","Linear polyethylene having a specific gravity < 0,94, in primary forms","QNTUNIT",kg
"France","Jan.-Dec. 2013","Linear polyethylene having a specific gravity < 0,94, in primary forms","PRODQNT",875922488
"France","Jan.-Dec. 2013","Polyethylene having a specific gravity < 0,94, in primary forms (excluding linear)","QNTUNIT",kg
"France","Jan.-Dec. 2013","Polyethylene having a specific gravity < 0,94, in primary forms (excluding linear)","PRODQNT",686216561
"France","Jan.-Dec. 2013","Polyethylene having a specific gravity of >= 0,94, in primary forms","QNTUNIT",kg
"France","Jan.-Dec. 2013","Polyethylene having a specific gravity of >= 0,94, in primary forms","PRODQNT",187259610
"France","Jan.-Dec. 2013","Ethylene-vinyl acetate copolymers, in primary forms","QNTUNIT",kg
"France","Jan.-Dec. 2013","Ethylene-vinyl acetate copolymers, in primary forms","PQNTFLAG",:C
"France","Jan.-Dec. 2013","Polymers of ethylene, in primary forms (excluding polyethylene, ethylene-vinyl acetate copolymers)","QNTUNIT",kg
"France","Jan.-Dec. 2013","Polymers of ethylene, in primary forms (excluding polyethylene, ethylene-vinyl acetate copolymers)","PRODQNT",52491694
"France","Jan.-Dec. 2013","Expansible polystyrene, in primary forms","QNTUNIT",kg
"France","Jan.-Dec. 2013","Expansible polystyrene, in primary forms","PRODQNT",142533659
"France","Jan.-Dec. 2013","Polystyrene, in primary forms (excluding expansible polystyrene)","QNTUNIT",kg
"France","Jan.-Dec. 2013","Polystyrene, in primary forms (excluding expansible polystyrene)","PRODQNT",514830358
"France","Jan.-Dec. 2013","Styrene-acrylonitrile (SAN) copolymers, in primary forms","QNTUNIT",kg
"France","Jan.-Dec. 2013","Styrene-acrylonitrile (SAN) copolymers, in primary forms","PQNTFLAG",:C
"France","Jan.-Dec. 2013","Acrylonitrile-butadiene-styrene (ABS) copolymers, in primary forms","QNTUNIT",kg
"France","Jan.-Dec. 2013","Acrylonitrile-butadiene-styrene (ABS) copolymers, in primary forms","PRODQNT",635072
"France","Jan.-Dec. 2013","Polymers of styrene, in primary forms (excluding polystyrene, styrene-acrylonitrile (SAN) copolymers, acrylonitrile-butadiene-styrene (ABS) copolymers)","QNTUNIT",kg
"France","Jan.-Dec. 2013","Polymers of styrene, in primary forms (excluding polystyrene, styrene-acrylonitrile (SAN) copolymers, acrylonitrile-butadiene-styrene (ABS) copolymers)","PRODQNT",3334378
"France","Jan.-Dec. 2013","Polyvinyl chloride, not mixed with any other substances, in primary forms","QNTUNIT",kg
"France","Jan.-Dec. 2013","Polyvinyl chloride, not mixed with any other substances, in primary forms","PRODQNT",1091901229
"France","Jan.-Dec. 2013","Non-plasticised polyvinyl chloride mixed with any other substance, in primary forms","QNTUNIT",kg
"France","Jan.-Dec. 2013","Non-plasticised polyvinyl chloride mixed with any other substance, in primary forms","PQNTFLAG",:C
"France","Jan.-Dec. 2013","Plasticised polyvinyl chloride mixed with any other substance, in primary forms","QNTUNIT",kg
"France","Jan.-Dec. 2013","Plasticised polyvinyl chloride mixed with any other substance, in primary forms","PRODQNT",185295847
"France","Jan.-Dec. 2013","Vinyl chloride-vinyl acetate copolymers and other vinyl chloride copolymers, in primary forms","QNTUNIT",kg
"France","Jan.-Dec. 2013","Vinyl chloride-vinyl acetate copolymers and other vinyl chloride copolymers, in primary forms","PQNTFLAG",:C
"France","Jan.-Dec. 2013","Polymers of halogenated olefins, in primary forms, n.e.c.","QNTUNIT",kg
"France","Jan.-Dec. 2013","Polymers of halogenated olefins, in primary forms, n.e.c.","PQNTFLAG",:C
"France","Jan.-Dec. 2013","Polyamide -6, -11, -12, -6,6, -6,9, -6,10 or -6,12, in primary forms","QNTUNIT",kg
"France","Jan.-Dec. 2013","Polyamide -6, -11, -12, -6,6, -6,9, -6,10 or -6,12, in primary forms","PRODQNT",174202399
"France","Jan.-Dec. 2013","Polyamides, in primary forms (excluding polyamide -6, -11, -12, -6,6, -6,9, -6,10 or -6,12)","QNTUNIT",kg
"France","Jan.-Dec. 2013","Polyamides, in primary forms (excluding polyamide -6, -11, -12, -6,6, -6,9, -6,10 or -6,12)","PRODQNT",7562029
"France","Jan.-Dec. 2013","Polypropylene, in primary forms","QNTUNIT",kg
"France","Jan.-Dec. 2013","Polypropylene, in primary forms","PRODQNT",1466470533
"France","Jan.-Dec. 2013","Polymers of propylene or of other olefins, in primary forms (excluding polypropylene)","QNTUNIT",kg
"France","Jan.-Dec. 2013","Polymers of propylene or of other olefins, in primary forms (excluding polypropylene)","PRODQNT",25315540
"France","Jan.-Dec. 2014","Polyethylene terephthalate in primary forms having a viscosity number of >= 78 ml/g","QNTUNIT",kg
"France","Jan.-Dec. 2014","Polyethylene terephthalate in primary forms having a viscosity number of >= 78 ml/g","PQNTFLAG",:U
"France","Jan.-Dec. 2014","Other polyethylene terephthalate in primary forms","QNTUNIT",kg
"France","Jan.-Dec. 2014","Other polyethylene terephthalate in primary forms","PRODQNT",0
"France","Jan.-Dec. 2014","Linear polyethylene having a specific gravity < 0,94, in primary forms","QNTUNIT",kg
"France","Jan.-Dec. 2014","Linear polyethylene having a specific gravity < 0,94, in primary forms","PRODQNT",845393136
"France","Jan.-Dec. 2014","Polyethylene having a specific gravity < 0,94, in primary forms (excluding linear)","QNTUNIT",kg
"France","Jan.-Dec. 2014","Polyethylene having a specific gravity < 0,94, in primary forms (excluding linear)","PRODQNT",747788408
"France","Jan.-Dec. 2014","Polyethylene having a specific gravity of >= 0,94, in primary forms","QNTUNIT",kg
"France","Jan.-Dec. 2014","Polyethylene having a specific gravity of >= 0,94, in primary forms","PQNTFLAG",:C
"France","Jan.-Dec. 2014","Ethylene-vinyl acetate copolymers, in primary forms","QNTUNIT",kg
"France","Jan.-Dec. 2014","Ethylene-vinyl acetate copolymers, in primary forms","PQNTFLAG",:C
"France","Jan.-Dec. 2014","Polymers of ethylene, in primary forms (excluding polyethylene, ethylene-vinyl acetate copolymers)","QNTUNIT",kg
"France","Jan.-Dec. 2014","Polymers of ethylene, in primary forms (excluding polyethylene, ethylene-vinyl acetate copolymers)","PQNTFLAG",:C
"France","Jan.-Dec. 2014","Expansible polystyrene, in primary forms","QNTUNIT",kg
"France","Jan.-Dec. 2014","Expansible polystyrene, in primary forms","PRODQNT",138589055
"France","Jan.-Dec. 2014","Polystyrene, in primary forms (excluding expansible polystyrene)","QNTUNIT",kg
"France","Jan.-Dec. 2014","Polystyrene, in primary forms (excluding expansible polystyrene)","PRODQNT",487545198
"France","Jan.-Dec. 2014","Styrene-acrylonitrile (SAN) copolymers, in primary forms","QNTUNIT",kg
"France","Jan.-Dec. 2014","Styrene-acrylonitrile (SAN) copolymers, in primary forms","PQNTFLAG",:C
"France","Jan.-Dec. 2014","Acrylonitrile-butadiene-styrene (ABS) copolymers, in primary forms","QNTUNIT",kg
"France","Jan.-Dec. 2014","Acrylonitrile-butadiene-styrene (ABS) copolymers, in primary forms","PRODQNT",919382
"France","Jan.-Dec. 2014","Polymers of styrene, in primary forms (excluding polystyrene, styrene-acrylonitrile (SAN) copolymers, acrylonitrile-butadiene-styrene (ABS) copolymers)","QNTUNIT",kg
"France","Jan.-Dec. 2014","Polymers of styrene, in primary forms (excluding polystyrene, styrene-acrylonitrile (SAN) copolymers, acrylonitrile-butadiene-styrene (ABS) copolymers)","PQNTFLAG",:C
"France","Jan.-Dec. 2014","Polyvinyl chloride, not mixed with any other substances, in primary forms","QNTUNIT",kg
"France","Jan.-Dec. 2014","Polyvinyl chloride, not mixed with any other substances, in primary forms","PRODQNT",1169046871
"France","Jan.-Dec. 2014","Non-plasticised polyvinyl chloride mixed with any other substance, in primary forms","QNTUNIT",kg
"France","Jan.-Dec. 2014","Non-plasticised polyvinyl chloride mixed with any other substance, in primary forms","PQNTFLAG",:C
"France","Jan.-Dec. 2014","Plasticised polyvinyl chloride mixed with any other substance, in primary forms","QNTUNIT",kg
"France","Jan.-Dec. 2014","Plasticised polyvinyl chloride mixed with any other substance, in primary forms","PRODQNT",217844999
"France","Jan.-Dec. 2014","Vinyl chloride-vinyl acetate copolymers and other vinyl chloride copolymers, in primary forms","QNTUNIT",kg
"France","Jan.-Dec. 2014","Vinyl chloride-vinyl acetate copolymers and other vinyl chloride copolymers, in primary forms","PQNTFLAG",:C
"France","Jan.-Dec. 2014","Polymers of halogenated olefins, in primary forms, n.e.c.","QNTUNIT",kg
"France","Jan.-Dec. 2014","Polymers of halogenated olefins, in primary forms, n.e.c.","PQNTFLAG",:C
"France","Jan.-Dec. 2014","Polyamide -6, -11, -12, -6,6, -6,9, -6,10 or -6,12, in primary forms","QNTUNIT",kg
"France","Jan.-Dec. 2014","Polyamide -6, -11, -12, -6,6, -6,9, -6,10 or -6,12, in primary forms","PRODQNT",177548906
"France","Jan.-Dec. 2014","Polyamides, in primary forms (excluding polyamide -6, -11, -12, -6,6, -6,9, -6,10 or -6,12)","QNTUNIT",kg
"France","Jan.-Dec. 2014","Polyamides, in primary forms (excluding polyamide -6, -11, -12, -6,6, -6,9, -6,10 or -6,12)","PRODQNT",13010839
"France","Jan.-Dec. 2014","Polypropylene, in primary forms","QNTUNIT",kg
"France","Jan.-Dec. 2014","Polypropylene, in primary forms","PRODQNT",1582479573
"France","Jan.-Dec. 2014","Polymers of propylene or of other olefins, in primary forms (excluding polypropylene)","QNTUNIT",kg
"France","Jan.-Dec. 2014","Polymers of propylene or of other olefins, in primary forms (excluding polypropylene)","PRODQNT",29743180
"France","Jan.-Dec. 2016","Polyethylene terephthalate in primary forms having a viscosity number of >= 78 ml/g","QNTUNIT",kg
"France","Jan.-Dec. 2016","Polyethylene terephthalate in primary forms having a viscosity number of >= 78 ml/g","PQNTFLAG",:C
"France","Jan.-Dec. 2016","Other polyethylene terephthalate in primary forms","QNTUNIT",kg
"France","Jan.-Dec. 2016","Other polyethylene terephthalate in primary forms","PRODQNT",0
"France","Jan.-Dec. 2016","Linear polyethylene having a specific gravity < 0,94, in primary forms","QNTUNIT",kg
"France","Jan.-Dec. 2016","Linear polyethylene having a specific gravity < 0,94, in primary forms","PRODQNT",827482199
"France","Jan.-Dec. 2016","Polyethylene having a specific gravity < 0,94, in primary forms (excluding linear)","QNTUNIT",kg
"France","Jan.-Dec. 2016","Polyethylene having a specific gravity < 0,94, in primary forms (excluding linear)","PRODQNT",585182341
"France","Jan.-Dec. 2016","Polyethylene having a specific gravity of >= 0,94, in primary forms","QNTUNIT",kg
"France","Jan.-Dec. 2016","Polyethylene having a specific gravity of >= 0,94, in primary forms","PQNTFLAG",:C
"France","Jan.-Dec. 2016","Ethylene-vinyl acetate copolymers, in primary forms","QNTUNIT",kg
"France","Jan.-Dec. 2016","Ethylene-vinyl acetate copolymers, in primary forms","PQNTFLAG",:C
"France","Jan.-Dec. 2016","Polymers of ethylene, in primary forms (excluding polyethylene, ethylene-vinyl acetate copolymers)","QNTUNIT",kg
"France","Jan.-Dec. 2016","Polymers of ethylene, in primary forms (excluding polyethylene, ethylene-vinyl acetate copolymers)","PQNTFLAG",:C
"France","Jan.-Dec. 2016","Expansible polystyrene, in primary forms","QNTUNIT",kg
"France","Jan.-Dec. 2016","Expansible polystyrene, in primary forms","PRODQNT",136664243
"France","Jan.-Dec. 2016","Polystyrene, in primary forms (excluding expansible polystyrene)","QNTUNIT",kg
"France","Jan.-Dec. 2016","Polystyrene, in primary forms (excluding expansible polystyrene)","PQNTFLAG",:E
"France","Jan.-Dec. 2016","Polystyrene, in primary forms (excluding expansible polystyrene)","PRODQNT",511708472
"France","Jan.-Dec. 2016","Styrene-acrylonitrile (SAN) copolymers, in primary forms","QNTUNIT",kg
"France","Jan.-Dec. 2016","Styrene-acrylonitrile (SAN) copolymers, in primary forms","PQNTFLAG",:C
"France","Jan.-Dec. 2016","Acrylonitrile-butadiene-styrene (ABS) copolymers, in primary forms","QNTUNIT",kg
"France","Jan.-Dec. 2016","Acrylonitrile-butadiene-styrene (ABS) copolymers, in primary forms","PRODQNT",1148561
"France","Jan.-Dec. 2016","Polymers of styrene, in primary forms (excluding polystyrene, styrene-acrylonitrile (SAN) copolymers, acrylonitrile-butadiene-styrene (ABS) copolymers)","QNTUNIT",kg
"France","Jan.-Dec. 2016","Polymers of styrene, in primary forms (excluding polystyrene, styrene-acrylonitrile (SAN) copolymers, acrylonitrile-butadiene-styrene (ABS) copolymers)","PRODQNT",2864399
"France","Jan.-Dec. 2016","Polyvinyl chloride, not mixed with any other substances, in primary forms","QNTUNIT",kg
